"","baseMean","lgFC_LcDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Pmm2",107.802552161096,0.542269946810126,0.174329913779129,3.11059608219141,0.00186710142008747,0.00673397333010442
"Taf4b",8.84376122635729,-1.3065256759504,0.420061981717218,-3.11031641237636,0.00186887030493406,0.00673884008495192
"Ythdc1",253.982834512664,-0.371370678643647,0.119403920264773,-3.11020507383801,0.0018695749388788,0.0067398680022776
"Bcar3",352.295209267081,0.676878837960562,0.217658966462101,3.1098137097808,0.00187205372187778,0.00674728987844844
"Uqcrq",913.565867875998,-0.450962826842255,0.145064794878289,-3.10869930378779,0.00187912858349273,0.00677126997874097
"Diaph2",72.275934903264,0.815644928698109,0.262395165932339,3.10846019514105,0.00188064977311671,0.00677523165627871
"Cetn2",42.5656147459973,-0.721906950065616,0.23229899174057,-3.10766286438229,0.00188573050456844,0.00679201229268776
"Fam72a",9.63621001282135,1.20796481693735,0.388925491876713,3.10590290985674,0.0018969899014694,0.00683103469562977
"Ndufb10",395.949444718071,0.403437737991629,0.129904413124765,3.10565074955654,0.0018986081571188,0.00683379821554032
"Tecpr2",23.3723714647928,0.84515054390486,0.27213291709125,3.10565349072222,0.00189859055868971,0.00683379821554032
"Gpr137",52.2440190679798,0.680812236176533,0.219257982297498,3.10507389077757,0.00190231495605412,0.00684560650852452
"5830415G21Rik",1.51618992042882,3.85619486154077,1.24196434224729,3.10491592259655,0.00190333119204621,0.00684772951154096
"2700097O09Rik",14.5603493293113,-1.26904724499588,0.408778814188777,-3.10448389433857,0.00190611304977366,0.00685548939160323
"Dock4",5.88832282398961,-1.82268304405699,0.587119768827825,-3.1044484291441,0.00190634157820541,0.00685548939160323
"Ddx4",1.93287605756464,-3.13148391566171,1.00880950155991,-3.10413800704647,0.00190834293123509,0.00686115059251577
"Foxj2",31.8464570078154,0.871246464572846,0.280707868732768,3.10374792308465,0.00191086061601118,0.00686866523508697
"Eya1",4.18614415888373,-1.93285135896355,0.622784641746472,-3.10356298052447,0.0019120553402177,0.00687061050733278
"Sec61g",7.21269082606952,-2.24750976993101,0.724178115546296,-3.10353174403173,0.00191225719486335,0.00687061050733278
"Coasy",54.7419061249444,0.666160882389211,0.214680338440002,3.10303629680268,0.0019154614630443,0.00688058428943282
"Slc4a11",5.09642864070167,-1.89592097074572,0.611071771122896,-3.10261586337364,0.00191818445163125,0.00688882518019325
"Gm9385",35.3633033547164,-0.648911729095289,0.209211910030117,-3.10169592640245,0.00192415493870792,0.00690872260514172
"Atp5pd",900.233782572315,-0.431562814362518,0.139176843657433,-3.10082340583006,0.00192983345166341,0.00692756303184827
"Eeig2",20.0513048514593,-1.40028890049693,0.451750000798807,-3.09969872279108,0.00193717578216745,0.00694926122481864
"Gm2451",19.7665898327802,1.76660307831995,0.569919907108603,3.09973920244781,0.00193691107223069,0.00694926122481864
"Tfb1m",19.8804664543157,-0.960978670439497,0.310011218671287,-3.09981901480297,0.00193638924999434,0.00694926122481864
"Cyrib",777.303722979643,-0.517505605159512,0.167007711262762,-3.09869287619476,0.00194376402425634,0.0069713385321844
"Adgre5",599.742436842698,0.327084937764925,0.105578696926035,3.09802021892796,0.00194818136599999,0.00698562175522854
"Uck1",63.0498421836429,0.67568525870171,0.21815818047356,3.09722632098869,0.00195340675280514,0.00700279537537641
"Smim19",56.7860043839832,-0.609792754523473,0.196889931300775,-3.09712513227473,0.0019540736943597,0.00700362334363996
"Zng1",20.1166838596048,-1.02874306417777,0.332179983574291,-3.09694477406011,0.00195526296577422,0.00700632261481087
"Zkscan17",87.61818014159,0.538974116400248,0.174052426452917,3.09661937718546,0.00195741029460069,0.00701245293765958
"Nhej1",23.9174448687132,0.800292639847488,0.258600345665169,3.09470831444167,0.00197006535804041,0.00705621625675835
"Rbbp4",669.930328445284,0.353107341753541,0.114111237918429,3.09441338289534,0.0019720250720291,0.00706166089101102
"Zpbp2",5.35990301128931,-2.61145802600503,0.844119331645346,-3.09370716687036,0.00197672489813033,0.00707691302954439
"Cenpj",37.5411986946901,-0.844752289533292,0.273098355572552,-3.09321631674517,0.00197999753092376,0.00708704998590892
"Gxylt1",60.3765519922027,0.643085323553352,0.207996388036548,3.09181005316473,0.00198940103107546,0.00711912188977416
"Ms4a2",14.9734868760954,1.68035513115951,0.543690925501502,3.09064406327831,0.00199722891688826,0.00714554238772671
"Capza2",168.831171720036,-0.502513934782713,0.162612511844111,-3.09025381309187,0.00199985517331158,0.00715334524695553
"E2f6",38.0812467370167,0.656802959798049,0.21263318449214,3.08890148716334,0.00200898042580303,0.0071843859216607
"Ccni",620.484915824211,0.520944345625091,0.168720790523849,3.08761204832937,0.00201771689999122,0.0072124175081128
"Slc52a3",7.36860932588166,-1.42783931858276,0.462433148489749,-3.08766645134742,0.00201734759402033,0.0072124175081128
"Fads3",11.1314927688095,1.52262333937166,0.493161209362845,3.08747588103869,0.00201864152131534,0.00721251276655019
"Xbp1",669.027789440544,0.399286824761775,0.12932219902156,3.08753506963803,0.00201823956322027,0.00721251276655019
"Aco1",90.7758296267157,0.495975808472654,0.160705231424237,3.08624556946347,0.00202701339189861,0.00724081457137187
"Kpna1",67.412280260858,-0.752031258452223,0.243732459312473,-3.08547848150211,0.00203224928856846,0.007257904084385
"Spata24",27.4070641911315,-0.813431315145897,0.263650952614536,-3.08525839591846,0.00203375381163783,0.00726166286511449
"Cnih1",170.885409226509,0.347934509758552,0.112810236836897,3.08424589393959,0.00204068853294606,0.00728480457627677
"Pde4d",8.54706234680614,1.65392908772878,0.536265644598725,3.0841600695237,0.00204127734877252,0.00728528756513702
"Lmf2",99.9546707438007,0.503295643773688,0.163222799944542,3.08348860541966,0.00204588944788903,0.0072996044092486
"Lzic",76.146935717185,-0.457377015507008,0.148339534317154,-3.08331165803124,0.00204710644071619,0.0072996044092486
"St13",129.830481151284,-0.807800666894752,0.261989568804269,-3.08333141117636,0.00204697055138565,0.0072996044092486
"Try4",109.183487909925,-3.55116406976873,1.15171927397117,-3.08335907023957,0.00204678028817212,0.0072996044092486
"Izumo1r",21.1124253640968,-0.992658809957295,0.321984135910241,-3.08294322374323,0.00204964255641964,0.00730702574929541
"Fam3c",170.475923278179,-0.518614517576386,0.168233511948031,-3.08270636195594,0.00205127451538188,0.00731122117042257
"Rpp40",27.4300756859208,-0.726632504297914,0.235755537854691,-3.08214394838851,0.00205515427735712,0.00732342464761862
"St3gal3",36.5234632290586,0.986710038215669,0.320190169486922,3.08163751497052,0.00205865362427815,0.00733426742523934
"C430042M11Rik",4.64419634929754,-2.40525571642905,0.780638851889797,-3.08113759724657,0.00206211330958494,0.00734496412531541
"Rab18",13.7690852193546,-1.00172439709122,0.32514503134748,-3.08085408206865,0.0020640777484765,0.00735033140135813
"Gm11992",2.0112406036095,-2.6508138757062,0.860479789561995,-3.08062305223407,0.00206567979271511,0.00735440607051764
"Iws1",53.0734039986183,-0.598469029083123,0.194329105471775,-3.07966749309226,0.00207231810779231,0.00737640551375485
"BC004004",288.078614989617,-0.319242750139061,0.103707164886114,-3.07830949278807,0.00208178587175434,0.00740846438720907
"Rtraf",209.848339466872,-0.566604314599337,0.184124264486683,-3.07729302370312,0.00208889847943416,0.00743212960656266
"Scaf1",78.7265745960435,0.647968867491798,0.210595965889075,3.07683418700003,0.00209211642420561,0.0074419305222407
"Naa60",258.861474682234,0.333271719635393,0.108339480256729,3.07617979009728,0.00209671375202287,0.00745663265718294
"Ganab",430.132935210863,0.304958176763991,0.0991435541570392,3.0759254028855,0.00209850339553366,0.00746134540634191
"Sesn1",152.272700416842,-0.494484991302197,0.16078722101053,-3.0753998246528,0.00210220533750828,0.00747285384857998
"Icmt",79.8850344524956,0.440116871738361,0.143118096495618,3.07520070847111,0.00210360938801516,0.00747619053298132
"Pnpla6",56.186689781777,0.607083824823056,0.197417832108367,3.07512152443157,0.00210416798638772,0.00747652168399301
"Usp3",164.483213615088,0.415112797226598,0.135018232278843,3.0744943865751,0.00210859689498556,0.00749060161898452
"Cyp4f16",36.3145745160015,1.00192425172808,0.325975551344513,3.07361778389686,0.00211480187596666,0.00751098327117585
"Mlec",170.134225718373,0.698911616879031,0.227424820083291,3.07315453354241,0.00211808772512055,0.0075209905429568
"Gm9887",5.84470742980363,-1.67898557018828,0.546401598837545,-3.07280500964909,0.00212057000706412,0.00752789421567762
"Zfp106",325.855659630312,-0.314718909064754,0.102422594857004,-3.07274883539267,0.00212096919946196,0.00752789421567762
"Exoc2",122.478014817097,-0.381678959115021,0.124217241032608,-3.0726729714986,0.00212150842215627,0.00752814475226823
"Nrxn2",2.7799870932499,-2.73679631275321,0.891257500334876,-3.07071335918621,0.00213548052208353,0.00757605103947656
"Ccdc82",75.637022402732,0.552494342374194,0.179933667733572,3.07054454751778,0.00213668809353555,0.00757866141191324
"Pde6d",140.069148959902,0.389938961124153,0.127016841098082,3.06997841981478,0.00214074238380931,0.00759136548642664
"Pcgf1",10.9040524536987,1.55923532769137,0.507926662129444,3.06980405626749,0.00214199249815428,0.00759412215633422
"Tmed7",193.735323180004,0.350476284110826,0.114175504973991,3.0696276245125,0.00214325812196575,0.00759693258412572
"Lrp11",5.6121394064921,-1.46230594677969,0.4764551437064,-3.06913665660997,0.00214678366375509,0.00760775044662735
"Prxl2c",67.9987917502083,0.577945027446486,0.188319145359568,3.06896585762953,0.00214801138298102,0.00761042233264381
"Dtx3",48.3546397716847,1.0076916543484,0.32835757832382,3.06888502312753,0.00214859265342495,0.00761080317191146
"Col4a2",9.9214418111822,1.46363274473804,0.477052951776676,3.06807187606129,0.00215444791614948,0.00762986140322425
"Gm6158",7.98631946303393,-2.10352680322883,0.68565986656407,-3.06788672606707,0.00215578317669718,0.00763290741689742
"Dcbld1",11.1284655969557,-1.00235656816482,0.326758068067084,-3.06758016441397,0.00215799569931806,0.00763905749533832
"Hnrnpl",424.323351501475,0.713335565109638,0.232565747910779,3.06724258201298,0.00216043451379862,0.00764600573466866
"Klhdc3",261.236323607759,0.410225473057931,0.133786639413696,3.06626636901634,0.00216750124673971,0.00766932599727461
"Sgo2a",13.6510630588294,1.45284899792537,0.473866272845485,3.06594725385553,0.0021698158892137,0.00767582524649393
"Akap8",206.202714052866,-0.347293984575015,0.113329511524447,-3.0644620267343,0.00218061855200721,0.00771076201920478
"Atg9b",4.10514619663766,1.98949542805593,0.649216201418271,3.06445745455781,0.00218065188329478,0.00771076201920478
"Pwwp2b",12.1198066632575,1.3743293804431,0.448883365116939,3.06166253250456,0.00220111456066971,0.00777969291586319
"Sf3a1",16.4816890525082,-0.998917923052753,0.326260169907149,-3.06172194827532,0.00220067773074446,0.00777969291586319
"Acadvl",112.518936814549,0.567888323689124,0.185494183030039,3.06148858369947,0.00220239390440697,0.00778250234940464
"Mon2",181.928449263116,0.341346858332827,0.111508811131366,3.06116489692186,0.00220477634230633,0.00778920764521857
"Nit2",52.3110086286729,-0.573274787575153,0.187284506660172,-3.06098351539224,0.00220611240062018,0.00779221407290294
"Mthfd1l",94.3607992310807,-0.477998998144292,0.156164217472555,-3.06087403299221,0.00220691920824456,0.00779335022229954
"Nherf2",3.53437404185232,3.03613544955146,0.992051241695059,3.06046232487326,0.00220995562616441,0.00780235762169341
"P2ry12",4.2138089204847,-3.65186218627494,1.19344606241551,-3.05993065064344,0.00221388247949465,0.00781450409813274
"Tmem98",2.30408634109065,3.37865175105273,1.10431035080383,3.05951288837726,0.0022169724841092,0.00782369200016041
"Cdk5rap3",112.955345705164,-0.5130541494945,0.167708843761933,-3.05919555573821,0.00221932229561036,0.00782854487410735
"Prdm5",4.24244675795687,1.96490931293058,0.642289417896723,3.05922728629873,0.00221908723181708,0.00782854487410735
"Ap1g1",134.009164765115,-0.576340369152169,0.18843309286884,-3.05859422237119,0.0022237813613564,0.00784255187460574
"Acp5",286.890010368722,-0.48600495371851,0.158909778176128,-3.05837034886453,0.00222544354620196,0.00784502493771726
"D030028A08Rik",15.7382682781735,-0.818284100463809,0.267555781554358,-3.05836822403915,0.00222545932776255,0.00784502493771726
"Prrg1",1.96956628331294,3.75206206355802,1.22697559749213,3.05797610908239,0.00222837341094904,0.00785357403981688
"Polr3g",13.7212209723113,-1.03900574451921,0.339818704951521,-3.05752958674666,0.00223169609166052,0.00786355911744564
"Mapre1",24.9488566352222,-1.17187902642451,0.383412791528248,-3.05644217490373,0.00223980678548702,0.00789040706185603
"Fam83d",26.6058345992733,0.772735887892172,0.252848525734606,3.05612178535401,0.00224220162569667,0.00789711179898954
"Copb2",227.479487400163,-0.480880994204742,0.157359357591461,-3.05594151860491,0.00224355011053885,0.00790012910471199
"Tmem167",44.745559624511,-0.686641918533067,0.224717328400227,-3.05558064178362,0.00224625188154941,0.00790790931957259
"Arhgap24",94.7189848907772,0.710544435996823,0.232556925368467,3.05535702654747,0.0022479275139483,0.00791207440492232
"Ppp1r13l",4.27916717370293,2.40903425270559,0.788493008839999,3.05523856990143,0.00224881561776847,0.00791346639295349
"Zc3h4",208.069360678836,-0.329220198615162,0.107792923292076,-3.05419120811025,0.00225668199164111,0.00793940856629934
"Garem1",2.40680300793364,2.43386540900743,0.796957442209621,3.05394652223759,0.00225852337218707,0.0079441470222932
"Rnf125",32.3410916873932,0.874079278511763,0.286223474863474,3.05383504595034,0.00225936274198348,0.00794535969510128
"Fbh1",114.784246606106,0.421362049430305,0.138041425668169,3.05243188695541,0.0022699524093258,0.00797910623706996
"Ldlrap1",18.6829102415366,1.18309816266599,0.38758383304581,3.05249616158823,0.00226946633543138,0.00797910623706996
"Ago4",12.7078528765303,1.39701730410142,0.457816189366045,3.05148078322857,0.0022771562431005,0.00800267728925103
"Srpk1",265.689268058904,0.349317683365665,0.114481449849829,3.05130380357588,0.00227849902829945,0.00800564487983428
"Acp6",67.3620009000561,0.508634865508724,0.16671882541459,3.05085442057231,0.00228191186008375,0.00801494817195373
"Dcp1a",111.091377969889,-0.483454864585558,0.158469944443664,-3.05076692165704,0.00228257691355805,0.00801494817195373
"Sema4c",18.9856886402919,-0.822062295076444,0.269461641101759,-3.05075814025048,0.00228264366824504,0.00801494817195373
"Rad21",386.662572962975,0.441729479618291,0.144817457904528,3.05025019780078,0.00228650800106893,0.00802676235340282
"Dut",333.954109114594,0.363961058537969,0.119389319687036,3.04852276143332,0.00229969490813039,0.00807129102123807
"Acmsd",1.8236267841823,-4.08683904477084,1.34066812985874,-3.04835995855399,0.00230094129820587,0.00807390148850571
"Foxred1",60.2551477152089,-0.667054808643631,0.218953170340465,-3.0465638273535,0.00231473328924888,0.00812052316193362
"Gm38150",1.67047101891123,-3.87729730151451,1.27271915710512,-3.04646730574378,0.00231547659115729,0.00812135719658312
"Lifr",5.43688999203818,-3.41389024901949,1.12076844105809,-3.04602639042596,0.00231887481065941,0.0081315007549515
"Gm15513",3.13411398686136,-2.30512128025384,0.757120019983038,-3.0445916359542,0.00232996437900601,0.00816860492892897
"Plcg1",51.8681700890023,0.659880523806167,0.216927229537993,3.04194418198014,0.00235055477946037,0.00823899454009414
"Hexim2",14.0039980791236,1.26246122457025,0.415051712734037,3.04169621721145,0.00235249181799755,0.00824398528889891
"Iglc1",1890.04732004538,-0.594080421622907,0.195341258027348,-3.0412439626028,0.00235602848188623,0.00825457830600226
"Slc2a4rg-ps",22.5006778686022,-0.829811443079142,0.272958531660891,-3.04006413732491,0.00236527772975491,0.00828517694085977
"Acsl1",184.554057092458,0.711171250880028,0.233980681408707,3.03944431052317,0.00237015017539233,0.00830043436178381
"Dhx37",5.34480327184256,-1.6795828212235,0.552713485620105,-3.03879471900189,0.00237526646155094,0.00831653889240504
"Eif2b2",178.075761402471,0.461610840378687,0.151912668624856,3.03865928073861,0.00237633446789293,0.00831846521948834
"Calcb",2.06836653071805,3.70555169534726,1.219935232569,3.03749871011096,0.00238550425620852,0.00834874517902693
"Phlpp1",133.689045303939,-0.648210958116799,0.213432058778111,-3.03708337832554,0.00238879369821196,0.00835843649925441
"Emd",264.722640144187,-0.386898111182724,0.127395389978676,-3.03698674848033,0.00238955960508871,0.00835929562198279
"Commd4",264.233938919098,-0.382870258996694,0.126078213451931,-3.03676780082761,0.0023912958584407,0.0083635481537103
"Rps6-ps1",12.1521521533742,1.73447572665059,0.571231517135127,3.03637960200347,0.00239437711170629,0.00837250194219629
"Vps33a",25.0815398999021,0.849114413072143,0.279660547155913,3.03623239569346,0.00239554648349013,0.00837476794576398
"Cep78",24.9813369815681,0.87851848013221,0.289434945264994,3.03528822108152,0.00240305921973942,0.00839920437465059
"Ube2r2",87.2895452578992,0.756061650888287,0.249101112361575,3.03515967359813,0.00240408373010301,0.00840095737228079
"Taf13",41.6991332438948,-0.592784421935195,0.195312475041694,-3.03505662814754,0.00240490528055076,0.0084020005277876
"Mgme1",33.8739128384687,0.630572717316188,0.207773408036115,3.03490578162236,0.00240610839807944,0.00840437601799263
"Iffo1",63.0257291025477,0.611728822568225,0.201573991341299,3.03476067769311,0.0024072662338272,0.00840659234352177
"Nme6",38.1241093451363,0.860777663509458,0.283741340977648,3.03367024538474,0.00241598351005725,0.00843520084885018
"Mvk",54.5064425753808,0.609216390219556,0.200835204736909,3.03341434096488,0.00241803347616941,0.00844052363346055
"Gm8000",5.27048181179938,-1.80374145017524,0.594991898326585,-3.0315395138123,0.00243310072503577,0.00849127309297731
"Fhl2",4.90694287964206,-1.76953770433821,0.583746451015182,-3.0313464026391,0.00243465755472916,0.00849486076437211
"Gria3",9.68212879981597,1.66285187162647,0.548583581799942,3.03117323739535,0.00243605435893079,0.0084978886475275
"Ppp2ca",25.3766652799567,-0.933125655972335,0.30793291090633,-3.03028881591738,0.0024431998202185,0.00852096437516067
"Ifrd1",250.047116271807,0.504059468233997,0.166359273397099,3.02994511782225,0.00244598181415171,0.00852881525125527
"Ydjc",50.0864284728971,-0.613545410712002,0.202518249295621,-3.0295808542982,0.00244893343479347,0.008537254057405
"Gpr89",9.79254576201676,-1.12345410554037,0.370955525710957,-3.02854123385062,0.00245737539541217,0.00856482498413995
"Polr2b",145.490025573701,-0.422520529531841,0.139556770171894,-3.02758890888215,0.00246513185698892,0.00858999526044902
"Cuta",246.032399772308,0.484938453343773,0.1602340926048,3.02643741703472,0.00247454040268834,0.00862091022094675
"C2cd5",78.8974032467981,0.535195275800298,0.176860027602731,3.02609517285879,0.00247734311965021,0.00862839440825719
"Rpl7a",4711.09659608119,0.404433509498598,0.133650904367356,3.02604394196213,0.00247776291118591,0.00862839440825719
"Zbtb21",53.1851894616141,0.582491184364205,0.192497841614676,3.02596215873516,0.00247843318671919,0.00862885797820917
"Wdr54",2.33294441784629,3.59333544295952,1.18813003920296,3.02436208528998,0.00249158042073012,0.00867275143631824
"Klk8",38.0623304910668,-1.00619128588417,0.332778047344053,-3.02361076373492,0.00249777574972637,0.00869243276507894
"9130008F23Rik",3.79031862047837,2.59377317396255,0.857886164175729,3.02344679547861,0.00249912968905691,0.00869526084578952
"Senp1",102.746938338764,-0.431230404805754,0.142676815754046,-3.02242801345618,0.00250755716084706,0.00872101427061683
"Tmem129",48.9596599294053,0.655035626203356,0.216730191001451,3.02235522968266,0.00250816022972172,0.00872101427061683
"Wdr33",176.418256148041,-0.373419834976527,0.123551806853112,-3.02237453654139,0.00250800024479696,0.00872101427061683
"Foxk2",24.7810177840908,0.803776129914932,0.266059546240625,3.02103849033853,0.00251909335332164,0.00875334536616025
"Gm15471",2.46365326631595,3.15190673590003,1.0433081386558,3.02106982502882,0.00251883267019002,0.00875334536616025
"Nat8l",4.41054231381444,3.54620058304372,1.17382965538608,3.02105213202962,0.00251897986077511,0.00875334536616025
"Prmt6",33.0942677258411,-0.73761607782964,0.244223715522763,-3.02024754742088,0.00252568163478959,0.00877434035061851
"Rapgef4",25.953278136372,-0.999687849791828,0.33100591708474,-3.02015099487149,0.00252648696268999,0.008775240339168
"Pum2",191.33233323637,-0.417826957984237,0.138375663390217,-3.01951186897637,0.00253182372575127,0.00879187555781851
"Nxf1",391.928370993306,-0.374457219527635,0.124045304377896,-3.01871337577498,0.00253850570877297,0.00881317391522132
"Ccdc59",194.737208892618,-0.368528328979063,0.122087144765167,-3.01856784092972,0.00253972531572652,0.00881550291094012
"Zfp386",34.031126548022,0.778994714483263,0.258091356679233,3.01829059487425,0.00254205016823632,0.00882166642958483
"Arfip2",71.4478696215206,0.610062150589324,0.202280539149116,3.01592112199979,0.00256199897750838,0.00888897442218025
"Zxdc",44.9326774395668,0.587484675426615,0.194947403866601,3.01355475258659,0.0025820644446676,0.00895665800888367
"Ngp",3717.66347281132,0.802502802994275,0.266332025319384,3.01316674940581,0.00258536817002423,0.00896424655369506
"Zfp266",32.3961111539407,-0.914775358259243,0.303589902830198,-3.01319427863478,0.00258513363994876,0.00896424655369506
"St14",52.6763523315064,0.583922320593105,0.1938022491866,3.01298010236652,0.00258695878746293,0.0089678260599492
"Cstdc6",1.88149519837056,3.74739463434805,1.24383259732692,3.01278053204383,0.00258866052775181,0.00897178915163002
"Vdac1",224.08726225385,0.380196384001803,0.126220699406586,3.01215557978414,0.00259399613204083,0.00898834207616564
"Serpinf1",8.94554051610583,1.88839153523055,0.627010358977315,3.01173897399495,0.00259755853722882,0.00899874495191798
"Vsir",99.4987642523509,0.498061519511836,0.165382643528888,3.0115706756425,0.00259899892818882,0.00900179361414945
"Fbxl12",84.6532637105886,-0.480819574408681,0.15969950627129,-3.01077683729271,0.002605802889676,0.00902341401589896
"Paqr8",3.59833361057545,3.27691275813438,1.08853823204011,3.01037911364205,0.00260921788541865,0.00903329226538043
"Gpatch3",27.5621275923803,0.894347372376491,0.297163050728623,3.00961835660124,0.00261576141487961,0.00905399512359966
"Gm7252",1.48235470470839,4.49265205705827,1.49303798186696,3.00906749300541,0.00262050894045452,0.00906847385167199
"Gm42515",6.37174853939294,-2.03172501731499,0.675469374969051,-3.00787140410042,0.0026308443640919,0.00910031952299144
"Slc66a3",97.8240352886729,0.645450829845178,0.214583797407839,3.00791969217709,0.00263042638526281,0.00910031952299144
"Armcx2",14.1845296371413,-1.20615136130959,0.401103526200975,-3.00708241768297,0.00263768239134712,0.00912200859733048
"Fcna",152.003750386934,-3.51188847777873,1.16802554701667,-3.00668807009287,0.0026411062288307,0.00913188343950416
"Cdk7",175.529401651868,-0.350372659501187,0.116538752619527,-3.00649055893945,0.00264282260306603,0.00913525449311212
"Ddx42",148.209198636667,0.368432319548962,0.122547499836918,3.0064450114385,0.00264321855602497,0.00913525449311212
"Rp9",466.901429169832,0.406715895669178,0.135285503391037,3.00635238421357,0.00264402394911447,0.00913607242817269
"Grpel1",12.2843278353263,-1.34253843029119,0.446586130979533,-3.00622508662885,0.00264513116671775,0.00913793270153849
"Ift122",9.51641617278912,1.29710077729079,0.431494125422368,3.00606821940188,0.00264649616007934,0.00914068250172319
"Zfp276",50.5401427308255,0.6242783147883,0.207746286842803,3.00500347936749,0.00265577811426549,0.00917076948141894
"Clk1",182.647187240697,-0.891399220657698,0.296736360009851,-3.00401076776741,0.00266445894853533,0.00919876822464464
"Picalm",179.440457384208,-0.593143032371804,0.197485399109593,-3.00347790290382,0.00266912931050864,0.00921291217103798
"Lamp3",3.42316173865039,-2.56595616420831,0.854410219107807,-3.00318992776999,0.00267165641836002,0.00921767369083665
"Nsa2",115.540610938709,-0.736416819048747,0.245210907480964,-3.00319764162985,0.0026715886973708,0.00921767369083665
"Slc36a3os",16.1381542845015,-1.19584432020016,0.398241546632005,-3.00281156075657,0.00267498007847418,0.00922715911114651
"Usp47",121.894964027306,-0.511341868754914,0.170305465296256,-3.00249829249699,0.00267773475565158,0.00923467821270652
"Lyrm7",6.04319153482234,-1.6510684175477,0.549991369369565,-3.00198968474771,0.00268221264290279,0.00924813562901705
"Cd247",157.896460231658,-0.475174862442292,0.158328569335042,-3.00119469554965,0.00268922560067039,0.00926833727723003
"Skp2",15.0728469018108,0.971014864851847,0.323538633026777,3.00123313178332,0.00268888615223587,0.00926833727723003
"Rph3al",12.952478303061,1.03966614846256,0.346488366669632,3.00058024589857,0.00269465741363861,0.00928506578564792
"Gm14138",13.5560493903216,1.33102908345588,0.443754447763749,2.99947209580309,0.00270447895299317,0.00931690969351969
"Bcl11b",109.568509633557,-0.700546880551671,0.233571608570071,-2.9992809692943,0.00270617621170312,0.00931875984240062
"Polq",10.0443926443167,1.28990233749717,0.430063755177599,2.99932817394597,0.00270575693025415,0.00931875984240062
"Utp18",58.7513911859989,-0.576143774565784,0.192129204599491,-2.99873085805359,0.00271106679229386,0.00933359986099628
"Atg5",170.626659887362,0.318640705954477,0.106271655938246,2.99836022259444,0.0027143663551902,0.00934295717372518
"Immt",317.628706343567,-0.351781945544388,0.117444144605282,-2.99531276528679,0.00274163561633033,0.00943479745945382
"Gm42735",4.69326893349829,-1.91264409766239,0.638696991177704,-2.99460326897052,0.00274802014301134,0.00945271853904372
"Xrcc4",21.784413250768,-1.38016362232232,0.460875464798883,-2.99465631767704,0.00274754230556218,0.00945271853904372
"Psen1",138.185703732575,0.444715979681004,0.148547885590176,2.99375502999698,0.00275567099414581,0.00947700681865944
"Noxa1",3.05368253703305,3.43475446297161,1.14742568053694,2.99344395130175,0.00275848169999515,0.00948464255751756
"Sash3",379.73844916269,0.509691449340913,0.170276079616781,2.99332384494646,0.0027595676038821,0.00948634581398717
"Evi2",18.8308094356794,-1.11532392808765,0.372630447514268,-2.99311002503344,0.00276150175587795,0.00949096367274785
"Acvr2b",3.93872261937884,2.66418666130921,0.890189902844385,2.99282956681091,0.00276404057573122,0.00949765728525055
"Iglc4",6.05394648162306,-1.88172607486495,0.628804290293169,-2.99254649485235,0.00276660521795455,0.00950443674534257
"Fam136a",57.0568844210923,-0.541031714583838,0.180813851848805,-2.99220280444135,0.00276972198714282,0.0095131096860086
"Usp28",52.3341449023019,0.550150793885545,0.18391254368981,2.99137178382698,0.00277727138548812,0.0095370003284483
"Tmem35b",18.914979858303,-1.04141786342245,0.348390016545822,-2.98922992612642,0.00279681579680887,0.00960206218421409
"Otub2",20.2974295803757,-0.842027189467438,0.281695254182863,-2.98914226265535,0.00279761839360553,0.00960276535788018
"Pmel",2.04422132569074,3.93525712528617,1.3165497900261,2.98906821078765,0.00279829653419977,0.00960304112911451
"Pum1",218.946647831653,-0.469494314734709,0.157129121536387,-2.98795226590754,0.0028085341533496,0.00963611547189406
"Gabpa",120.917996321212,-0.452101672498285,0.151314851007317,-2.98782088796045,0.00280974165541422,0.00963819986174973
"Rnf185",61.9608175992105,0.547208360940544,0.183173143167146,2.98738314732753,0.00281376837632679,0.00964995200625824
"Fanci",15.2133074820191,-1.11608929400878,0.373675861136792,-2.98678456406958,0.00281928319851944,0.00966680155838126
"Gm11826",2.10314598340877,3.64664094961059,1.22118025075585,2.98616109075912,0.00282503782858381,0.00968446600050584
"Cpb1",43.9287781804973,-3.95075455472707,1.32375249569128,-2.98451150618146,0.00284031518716456,0.00973476065001313
"Rubcnl",21.6983816114322,-0.852592830581338,0.28569649183234,-2.98426076257765,0.00284264400154115,0.0097406640871922
"Gm11942",24.0101138444703,1.64185613675026,0.550378370372191,2.9831407357814,0.00285306769955691,0.00977429719037795
"Ccl7",4.09240575058859,-2.06558029333358,0.692686995447411,-2.98198220395261,0.00286388645719328,0.00980926909346541
"Eif2d",110.360398914809,-0.498164624911861,0.167092224059657,-2.98137527174215,0.0028695691307908,0.0098266379273126
"Gm2830",3.20191445675237,-3.68864201080836,1.23744515452138,-2.98085292696067,0.00287446805666188,0.00984131604054057
"Rhno1",136.190971701334,-0.473113267200036,0.158783628169455,-2.97960987952187,0.00288615696985141,0.00987922982392778
"Mfap1b",57.2053164668424,0.588360846738686,0.197475525931035,2.97941146866047,0.00288802672347491,0.00988352392115486
