"","baseMean","lgFC_LMoDC_vs_LcDC","lfcSE","stat","pvalue","padj"
"Selenof",623.154759333308,-0.503209263811365,0.117560246414774,-4.28043730051356,1.86526433725301e-05,0.00046322762920146
"N6amt1",60.1932658235037,-1.01283111527212,0.236782818679761,-4.27746878307895,1.89030456267837e-05,0.000468425689347189
"Tnfaip8l2",265.984187362202,0.591462962335368,0.138549883355677,4.26895315975834,1.96392500782887e-05,0.000485613474278553
"Hnrnpf",462.098273131108,0.381915986018749,0.0894814013208209,4.26810466064844,1.97140834513903e-05,0.000486408738663199
"2410006H16Rik",1396.40521756473,-0.616244484424604,0.144471828982999,-4.26549929327135,1.99455645468766e-05,0.000491057214405715
"Pparg",19.8134895630534,-1.95776105892397,0.459383828769483,-4.2617108751261,2.02867799221855e-05,0.000497309686737617
"Zfand2a",79.0602848251957,-0.828298367101319,0.194347194694929,-4.26195175290035,2.02649200958712e-05,0.000497309686737617
"Mob1a",543.390270814498,-0.489282481615785,0.114894222308654,-4.2585473123389,2.05759674218669e-05,0.000503316421978243
"Cd9",748.632487352625,-0.522269392236316,0.122669848698183,-4.25752047286946,2.06706736013378e-05,0.000504550339147002
"Commd7",224.827650543956,-0.524999033805293,0.123453810150186,-4.25259482203598,2.11307695817398e-05,0.00051467872320994
"Sh3bp5",390.90883904693,-0.656149727728486,0.154352261421815,-4.25098875574848,2.12828854044686e-05,0.000517278487687714
"Zfp180",61.4796524285511,-0.95608609194703,0.22498070473163,-4.24963595472556,2.14118219286688e-05,0.000519305017372119
"Tnfsf10",8.74500941340377,2.88074051933662,0.678419069294744,4.24625522736458,2.17373007297172e-05,0.000526079598764429
"Or2v1",13.6546468785082,1.62015377090548,0.382196405977424,4.23906071738723,2.24456949634526e-05,0.000542073044255076
"Setdb2",72.8443666259005,0.985688345769699,0.232903656174156,4.23217205758521,2.31445240226981e-05,0.000556591623069062
"Slc11a1",160.707819240098,-0.880506059866354,0.208045266382272,-4.23228115293173,2.31332970949695e-05,0.000556591623069062
"Bcl9",41.121603797034,1.08612126541446,0.256722973270088,4.2307131752942,2.32951557528573e-05,0.000559034695635411
"Ttc17",66.4396398777487,-0.812474451576727,0.19207160395309,-4.23006022157839,2.33628759632986e-05,0.00055948198131437
"St6galnac4",70.2356527220246,0.928120096596342,0.21998333983793,4.21904721184851,2.4533690024393e-05,0.000586288328276847
"mt-Nd5",83.1793749502093,1.34434291260792,0.318843475221548,4.21630993600795,2.48332400330021e-05,0.000592205236686592
"Arl2bp",268.589480202595,-0.499768103496747,0.118729997301311,-4.20928253058445,2.56182882826321e-05,0.000609651081698796
"Lpxn",194.701125563234,0.715799998181803,0.170169642086289,4.20639068993773,2.59481500759068e-05,0.000616214505656795
"Nudc",259.354945933479,0.583647361105381,0.138859108552701,4.20316223536657,2.63211795593695e-05,0.00062377365030614
"Riok3",484.73712714881,-0.400948430047494,0.0954805883763511,-4.19926643588638,2.67781084160121e-05,0.000633285597166228
"Dnaja1",250.305512394415,0.84936516839322,0.202317189479783,4.19818588117592,2.69061741741219e-05,0.000634996851782226
"Tpd52",227.614711918722,0.599023728439745,0.142750408862135,4.19630131510353,2.71309249998527e-05,0.000638978128250664
"Tmsb10",276.823764957301,1.02233146773251,0.243872357981533,4.19207603598077,2.76413315407688e-05,0.000649656779862317
"Cds2",348.87105074444,-0.455487834541739,0.108958849919772,-4.18036565985343,2.91040711849161e-05,0.000682628204602591
"Cd22",686.738403149776,0.808931177749481,0.193868436653871,4.17257802100984,3.01172418365126e-05,0.000704941354608639
"Selplg",1301.8232026431,0.428719164090628,0.102818097070862,4.16968584621009,3.05019799437158e-05,0.000712483748726262
"Ctsa",400.802092285391,0.499553223529552,0.119899587855407,4.1664298640625,3.09407025165944e-05,0.000721253717764131
"Tle3",200.469023024445,0.632295975306058,0.152003793056443,4.15973813937176,3.18612670595323e-05,0.00074119710859512
"Adamtsl4",12.2126041904538,2.32618009101565,0.559626121835465,4.15666817586397,3.22922482844014e-05,0.000748169386572951
"Map3k6",15.6905980524499,-2.11844955955556,0.509623454867655,-4.15689179789754,3.22606686855185e-05,0.000748169386572951
"Fdps",543.353061539465,-1.05477281935483,0.254299901400881,-4.14775158599874,3.35756419245558e-05,0.000776326049286026
"1110032F04Rik",23.513710870738,1.2112158306589,0.292148326882754,4.14589343564848,3.38491236014774e-05,0.000781065101079436
"Hap1",6.01952749518859,2.74623404892273,0.662713218674997,4.14392526289643,3.41411051573144e-05,0.000783815770833307
"Mir142hg",256.277457499988,0.584076615449718,0.140955319756317,4.14370040420942,3.41746151508162e-05,0.000783815770833307
"Upp1",167.029710289881,-0.888767634091186,0.214470221958556,-4.14401414786118,3.41278675148252e-05,0.000783815770833307
"Lta4h",352.114401048136,0.824512767189023,0.199069167250895,4.14184064049384,3.4452970123448e-05,0.00078861326593812
"Kit",108.069539853419,-0.705330523777116,0.170429731736329,-4.13854153609963,3.49520601221102e-05,0.000796837066663868
"Ldha",2301.67102313942,0.498254170422132,0.120385484668726,4.13882264787335,3.49092672473281e-05,0.000796837066663868
"Me1",9.49097724481214,-1.95959402938903,0.473619314771968,-4.13748757339533,3.51129459208197e-05,0.00079890712684915
"Ptgr3",65.3864292603242,-1.26865573296759,0.306795272974003,-4.1351867017687,3.5466617351476e-05,0.000805346556154333
"Herc2",106.58077990897,-0.755164358159082,0.182760953661724,-4.13197864767565,3.59653837220533e-05,0.000815048526933768
"Slc25a28",202.547070625916,0.66578642433841,0.161393151786808,4.12524581723193,3.70338993011014e-05,0.000837598051851697
"Idnk",178.313567371595,0.593812553863252,0.144099818786179,4.120841780824,3.77490609050816e-05,0.000852082267835692
"Creg1",901.502749554397,-0.660737309104673,0.160437519597171,-4.11834657356747,3.81600501518707e-05,0.00085843363998753
"Naa25",121.534023077479,0.547384088439213,0.132917649948544,4.1182197296681,3.81810558359222e-05,0.00085843363998753
"Uba52rt",56.429555747259,1.78123646344783,0.432831782988509,4.11530884157625,3.86661334779826e-05,0.00086762845573922
"Nedd8",507.574668703597,0.346092408514258,0.0841319318871249,4.11368669126237,3.89389849640801e-05,0.000872025330692937
"Snw1",369.377706325409,0.417658054114218,0.101540012110219,4.11323620545625,3.90150819066057e-05,0.000872025330692937
"Mapk7",90.9735431477877,-0.78843135005454,0.191741106487047,-4.11195786078247,3.92317917058515e-05,0.000875153020851273
"Capn2",154.110805877301,-0.614720499242468,0.149538809006262,-4.110775679755,3.94332158455014e-05,0.000877502218467435
"H2-Ab1",3268.17771236385,0.714074753032749,0.17373650801103,4.1101019078121,3.95484541708547e-05,0.000877502218467435
"Pld3",248.99825558313,0.696916990061751,0.169566691179365,4.10998755247611,3.9568044590952e-05,0.000877502218467435
"Snhg8",255.414659980327,-0.591615233850073,0.144091720480972,-4.10582392850392,4.02876274832715e-05,0.000891725564430704
"Mgll",96.8191364603801,-1.0713529774628,0.261051612088454,-4.10398912648655,4.06086557610931e-05,0.000895791758816578
"Rap1gds1",199.327850934335,-0.525059976771401,0.1279424525717,-4.1038761272546,4.0628505948607e-05,0.000895791758816578
"Aff4",160.523696693938,-0.577404023586345,0.140724762289173,-4.10307336245376,4.07697901721524e-05,0.000897171502263253
"Cxcr5",228.951901107366,0.660393334292031,0.161050348224914,4.1005396236074,4.12187849252633e-05,0.000905304295497258
"Atf3",138.317715927022,-0.83502938047578,0.203784450845927,-4.09761086780419,4.17436250072368e-05,0.000915068425879792
"Kmt2c",111.467443333776,-0.804278515346902,0.196485392969377,-4.09332471585943,4.25231559705126e-05,0.00093036747583085
"Avl9",67.8938989755197,-0.755027410554455,0.184558518513446,-4.09099193381013,4.29532072540905e-05,0.000937976263389612
"Ampd3",66.7011198490546,-0.883980760990308,0.216123038262914,-4.09017367188288,4.31050298977554e-05,0.000939491846662549
"Gas7",82.4065132038274,-0.819359497027813,0.200748153775683,-4.08152942688266,4.47403116722968e-05,0.000971418690957165
"Hspa9",476.137158630878,-0.519139840193068,0.127187424958324,-4.08169156945488,4.47091038793442e-05,0.000971418690957165
"Cd72",464.004748414068,0.941465741941076,0.230705526612452,4.08081139522326,4.48787606634088e-05,0.000972572229661972
"Gm6450",17.5902553949782,4.27049787876474,1.04690851425226,4.07915096747005,4.52004779070591e-05,0.00097768547943561
"Gnl1",204.980948691891,0.466438647774784,0.114376994472358,4.07808099807614,4.54089480492177e-05,0.00097848128320044
"Rnaseh2a",73.0908649048273,0.682510973856984,0.167343231421188,4.07850958811215,4.53253334085688e-05,0.00097848128320044
"Dusp3",65.2206577841706,-0.850014986104765,0.20849677101975,-4.0768736222982,4.56452850539864e-05,0.000981718121378097
"Clic4",609.494784713509,-0.379360827971761,0.0931798458798961,-4.07127554665348,4.67564015228117e-05,0.0010037216967204
"Dop1b",93.018410380611,0.729905585350786,0.179605274001468,4.06394294047745,4.82506259212538e-05,0.0010338512873616
"1500011B03Rik",70.4159442852604,0.696149951381488,0.171395228142711,4.06166472033773,4.87240206557137e-05,0.00104203585638739
"Rit1",115.044828512478,-0.60587164972117,0.14935386889857,-4.05661838015481,4.97883326224864e-05,0.00106280375199199
"Rheb",371.748533487503,-0.497439111814029,0.122942819260125,-4.04610138930959,5.20776842087268e-05,0.00110959536877622
"Bcl2l12",36.3371934012565,0.992920382745625,0.245692007220729,4.04132146575525,5.31508382769664e-05,0.00113034777149093
"Washc2",311.433302667363,-0.624115195961409,0.15449085815971,-4.03981959447858,5.34923313482375e-05,0.00113549177847031
"Tbrg1",223.56746190009,0.591452736307434,0.146428895623711,4.03918047587639,5.36382827881474e-05,0.00113647357900017
"Stk10",254.567641928484,-0.570945326212289,0.141402935374001,-4.03771905231087,5.3973437859629e-05,0.00114145309492006
"2010007H06Rik",34.7848584318404,1.26974804851775,0.314525620982137,4.03702580588773,5.41331162435901e-05,0.00114270998529756
"Capn5",38.3413293465251,1.13311129387552,0.280926769714222,4.03347568132507,5.49578706396109e-05,0.00115797554051927
"Odr4",91.6828071406735,-0.743281764155197,0.184332739119738,-4.03228296668655,5.52376200409033e-05,0.001161722566137
"Ctdsp2",290.46257621459,-0.438322977325707,0.108840604677718,-4.02720086518814,5.6444809899803e-05,0.00118492520819126
"Stk16",195.317176314991,0.484698255415762,0.120455861544329,4.023866080086,5.72504802155128e-05,0.00119962908819233
"Cklf",180.298730979836,-0.531705756438671,0.132173704805134,-4.02278015300075,5.75151782225541e-05,0.00120296425056678
"Bcor",123.151625680744,-0.713971322325883,0.177541290379102,-4.02143817250257,5.78438914732182e-05,0.00120568953896327
"Tarm1",212.085912666216,-0.858632998333666,0.213516750461962,-4.02138472263155,5.78570205994303e-05,0.00120568953896327
"Tha1",15.5084907539522,1.67601623479197,0.417110073588653,4.01816292848594,5.86536370723003e-05,0.00122005987041451
"Card11",131.660736635778,0.75210060135175,0.187273882581095,4.01604639678503,5.91826092595028e-05,0.00122436036832863
"Cast",142.371713113918,-0.618492637692127,0.153999873393278,-4.01618926083562,5.91467623909481e-05,0.00122436036832863
"Zmynd15",96.5139999631224,0.807123549238082,0.200931836760059,4.01690226025208,5.89681666313711e-05,0.00122436036832863
"Plekho1",420.998972571639,0.630710475244047,0.157145795872438,4.01353705800708,5.98156065540279e-05,0.00123521394766189
"Rsu1",307.491899232176,-0.582281882364498,0.145209957224188,-4.00993081669682,6.07365409790278e-05,0.00125196352734166
"Itpr3",128.183173053138,0.628703342705227,0.156981188587233,4.00495975577265,6.202804035992e-05,0.00127627731419265
"Ccr6",128.777552503936,1.08673690782236,0.271388434321254,4.00435969403157,6.21856855613711e-05,0.00127721554903436
"Alcam",72.2755896451152,-0.913101436266973,0.22808781643756,-4.0032889547914,6.24679274887195e-05,0.00128070486590632
"Il15",49.0330938704998,0.90172468357072,0.225603507856543,3.99694442758447,6.41653567349462e-05,0.00131314344959004
"Grina",905.154192833258,0.771063481312306,0.192981314366954,3.9955344062282,6.45484814478653e-05,0.00131861673839465
"Dtx1",315.639393297351,0.724744993773701,0.181486351223296,3.99338566723396,6.51364936771095e-05,0.00132824846408832
"Jdp2",159.34685491891,-0.693561105037223,0.173720473376589,-3.99239704772005,6.54087334996073e-05,0.00133141813064647
"Gphn",64.0248255259451,-0.814135651658654,0.20430312110165,-3.98493986420102,6.74972170841882e-05,0.00137148088688531
"Ranbp1",684.460837542508,0.403335555807361,0.10124655223261,3.98369669794495,6.78514609768347e-05,0.00137622562931484
"Rxra",83.3619047989878,-0.803077236426931,0.201680636967128,-3.98192532760508,6.83592585129057e-05,0.00138406250051263
"Osgin2",43.4204260656041,-0.947943299111199,0.238461880576196,-3.97524038987146,7.03082024446998e-05,0.00142099858097009
"Hipk1",441.167120949347,-0.597099526325417,0.150302046214724,-3.97266398803639,7.10732737847377e-05,0.0014339190227827
"Gimap8",63.4873146996078,0.968191412657232,0.243844403952965,3.97052955475651,7.17130591294435e-05,0.0014442706025027
"Grb10",7.42742089956789,-2.47274208274633,0.623084888409855,-3.96854767101944,7.23119928822513e-05,0.00144865449361122
"Irf9",438.813975664309,0.536720843584363,0.135233659575768,3.96884063677691,7.22231603382833e-05,0.00144865449361122
"Kif11",68.7844444545443,-0.860222541671186,0.21674165359544,-3.96888427951573,7.22099359034777e-05,0.00144865449361122
"Dpcd",68.9086682718959,0.697145004088232,0.176001804746509,3.96101054243344,7.46332371633297e-05,0.0014925338077628
"Cxcl10",680.256087255932,1.7775091699711,0.448850964248766,3.96013222996209,7.49082737045618e-05,0.00149541052882364
"Hspa5",1358.52857089151,0.5101596844437,0.128899595882513,3.9578067018045,7.56411303231103e-05,0.00150608770121434
"Sun2",458.360663576254,-0.52010368982448,0.131419044004993,-3.95759757470705,7.57073649263812e-05,0.00150608770121434
"Exosc4",81.3817159720898,0.600789676119001,0.151858614976684,3.95624361654587,7.61375185025034e-05,0.00151200622545303
"Ppa1",315.977834784452,0.627441699702822,0.158615321930579,3.95574457792566,7.62966455489827e-05,0.0015125312393267
"Fbxw5",111.980298242953,0.587428787597156,0.148533337530151,3.95486156417858,7.65789804558439e-05,0.0015154927052364
"Gm7990",9.20939934721457,3.83033847363792,0.968954529667447,3.95306317929338,7.71570539047835e-05,0.00152428640807734
"Zfp36",504.638005142814,0.56052484267541,0.141850062519879,3.95153045912022,7.76529862966309e-05,0.00153142974186037
"Tcirg1",285.158240714998,0.617906272520548,0.156766031056021,3.94158267807224,8.09457233981163e-05,0.00159361019173597
"Hadh",88.5603519393849,-0.82547100968745,0.209548407627817,-3.93928552849509,8.1724622082061e-05,0.00160617063295416
"Satb1",334.269829998614,0.52002403161878,0.132042312029781,3.93831358770432,8.20563079718404e-05,0.00160991369117213
"Dpp9",352.642524738338,-0.585949838752287,0.148862268821571,-3.93618774851952,8.27862149940317e-05,0.00162144341016661
"Larp1",169.166783343952,0.480407519918881,0.122122839570536,3.93380567966082,8.36113874799095e-05,0.00163479623650684
"Rpgrip1",50.7077316424523,1.07696849670904,0.274332944801286,3.92577164762016,8.6452142369988e-05,0.00168744515560872
"Fam168b",481.819060132976,-0.413271758437965,0.105336244188983,-3.9233576402868,8.73233732710622e-05,0.00170142989872203
"Slamf7",276.715192756944,0.611233559817897,0.155809217755646,3.92296148214087,8.74671392798587e-05,0.00170142989872203
"Cops8",245.536219655417,-0.438905714893408,0.111939331088064,-3.92092493877881,8.82097384007667e-05,0.00171180104970714
"Ptgs1",134.831410553668,-0.68730467022788,0.17530255958049,-3.92067675379436,8.83006419183963e-05,0.00171180104970714
"Hes1",28.696827382035,1.33090458455739,0.339498741874342,3.92020476190747,8.84737641677265e-05,0.00171224522537846
"Adam8",724.715627738262,-0.473898797908832,0.120905312757733,-3.91958622081743,8.87011248006978e-05,0.00171230145705551
"Gimap6",410.594791891379,0.81186860052977,0.20715608485236,3.91911539122005,8.88745601542984e-05,0.00171230145705551
"Osgin1",46.5911004706615,-1.34396050598665,0.342936970823352,-3.91897234865042,8.89273149027865e-05,0.00171230145705551
"Arel1",133.065328420642,0.536873801976076,0.137199114468605,3.91309961478598,9.11189236941307e-05,0.00175154234601922
"Lss",12.1748468860823,-2.02486866028021,0.517654908100571,-3.91161878037639,9.16795468740152e-05,0.00175935211248636
"Pnp2",18.0094362644301,1.70368169847045,0.435734546375279,3.90990733381774,9.23315348102722e-05,0.00176888599210469
"Mrpl55",151.704275807216,0.507149842247347,0.129770558394326,3.90805008872891,9.30440193617933e-05,0.00177954492735752
"Rdh11",109.477445034147,-0.60641104849842,0.155377725041617,-3.9028184273904,9.50790292771458e-05,0.00181542019217786
"9130401M01Rik",154.216786370464,-0.533237083917905,0.136769722047308,-3.89879482049002,9.66726459921089e-05,0.0018427616917459
"Ubald2",322.156059356946,0.81034328247222,0.20797263891835,3.89639371162839,9.76356260846857e-05,0.00185801085432276
"Oas1g",6.41851273130987,2.52153052222731,0.647280277344157,3.89557755810721,9.79650069617707e-05,0.00186117185726204
"Ate1",79.8479647881137,-0.721408459196622,0.185308249218306,-3.89301859059038,9.90045621404185e-05,0.00187779201969822
"Sh3bgrl3",2061.39624468362,0.429554094006991,0.11040792595061,3.89060921404456,9.99928588057266e-05,0.0018933863746287
"Trim30c",9.08602451442694,2.26056958876093,0.581153244818932,3.88979947873344,0.000100327087944505,0.00189656463595259
"Pkmyt1",102.885053714083,-0.588256965359398,0.151294084185768,-3.88816898245077,0.000101003299536752,0.00190618644274742
"Gimap1",375.050467816832,0.655147190481287,0.168629276445147,3.88513314112687,0.000102273823898485,0.00192379425514659
"Smim3",215.692208863743,-0.485063916351554,0.124838706595138,-3.88552500727722,0.000102108980926239,0.00192379425514659
"Eif3f",719.281919561525,0.510530014504845,0.131733229539486,3.87548393286614,0.00010641300163473,0.00199632838364406
"Pfdn2",195.262047541539,0.500271874739141,0.129091417355939,3.87533025034314,0.000106480187495007,0.00199632838364406
"C77080",15.997327857712,-1.54956640507636,0.400379559687182,-3.87024354162097,0.000108726681660235,0.00203509925163386
"Mpc2",320.680044832165,-0.435190311524697,0.112618562915943,-3.86428578252698,0.000111414718162485,0.00208199405300684
"Ubr2",288.072737878264,-0.383544788811365,0.0992832170275713,-3.86313820496825,0.000111939634049348,0.00208837952295992
"Ganc",68.2724129685495,0.900956712163127,0.233349458184432,3.86097623355542,0.000112934889491088,0.00210350458383808
"Ube2m",514.221209172261,0.399781376489454,0.103754231917696,3.85315730356505,0.000116604424530523,0.00216830968225682
"Fut8",168.424414373974,-0.7631370934217,0.198274717433668,-3.84888756014495,0.0001186554528429,0.00220285587452152
"H2-K1",7708.75386534001,0.327754167307235,0.085232912019113,3.84539445553307,0.000120358663156289,0.00223084292897324
"Ccdc28b",105.366828350689,0.740185931692445,0.192527104915595,3.84458038787291,0.000120758894865957,0.00223462766652117
"Lpin1",61.922020711748,-0.74564792773279,0.194105651491679,-3.84145398138886,0.000122307668246201,0.00225961930362795
"Rnf128",67.0513512039169,-1.46213541773478,0.380848594439668,-3.839151408412,0.000123460281492423,0.00227722289438856
"Gfod1",88.1512523856776,-0.66333346782756,0.172890581877984,-3.83672413281426,0.000124686400136877,0.00229552859766205
"Lgals3",1796.04255815645,-0.669218312968179,0.174439540870229,-3.83639116240297,0.00012485549000355,0.00229552859766205
"Bag1",377.452183123394,0.417151919776702,0.108818201506977,3.83347559507273,0.000126345341125367,0.00231917961914342
"Arl6ip1",602.835032079752,0.40352241500756,0.105300817962963,3.83209193255734,0.000127058239292795,0.00232851586768259
"Azin1",64.3438433276744,-0.86406147617217,0.225626620439967,-3.82960784719138,0.000128347625804425,0.0023483701228646
"Socs3",522.500379800138,0.646465900520351,0.168867897745043,3.82823443148671,0.000129065793129631,0.00235772592289209
"Med29",27.9561257369374,1.21924240094375,0.318603451046735,3.8268336295105,0.00012980218091097,0.00236738409632663
"AW112010",8.26017842840635,2.81197367010505,0.734957771900071,3.82603433505481,0.000130224134440018,0.00237128579629675
"Ptp4a3",309.249025835146,0.676556227492283,0.176860740675809,3.82536126959024,0.000130580452922291,0.0023739817908472
"Scp2-ps2",7.81778522910416,3.30538829933489,0.864211233617285,3.82474581532537,0.00013090707620866,0.00237613019379381
"Galnt3",17.0225262723343,-1.64833042793348,0.431063913070245,-3.82386550568169,0.000131375597331708,0.00238084329727208
"Abcc4",92.0066115059154,-0.635731538104866,0.16636977223934,-3.8211961797381,0.000132805952711467,0.00240222654118323
"Srsf9",302.158641155964,0.562257153669417,0.147153884744171,3.82087876678831,0.000132977010920837,0.00240222654118323
"Gm6863",43.1550514920622,1.29879355407565,0.340059106512587,3.81931708106626,0.000133821652475207,0.00240984678762225
"Smpdl3b",73.8050012166196,1.03125032060448,0.269992788175899,3.81954765374188,0.000133696629407724,0.00240984678762225
"Rgs16",12.8873469580186,1.48200539922571,0.388270337536794,3.8169421043792,0.000135115859207516,0.00242931495127205
"Acly",276.836439598878,-0.4624305369219,0.121286006473888,-3.81272786833373,0.000137441415549327,0.00246335644001067
"Fbxw17",22.9128919867089,1.30526230137499,0.342315187038081,3.81304233875486,0.000137266586681567,0.00246335644001067
"Sms-ps",12.6235411229403,2.47036499564105,0.648038967383742,3.81206242213241,0.000137812060129851,0.0024661219362954
"mt-Rnr2",615.706853555862,1.09202820175315,0.286567316301397,3.81072138947141,0.000138561859788316,0.00247565304032447
"Usp28",55.9544029599689,-0.836280826857429,0.219712176109293,-3.80625617417504,0.000141086249099507,0.0025168108818236
"Pafah1b3",184.506195632337,0.52190315404323,0.137218325911312,3.80345081881081,0.000142694333249176,0.00254151985110525
"Myc",222.788272039957,0.435734025704667,0.114818338796589,3.79498632597889,0.000147651593655248,0.00262162074155167
"Rnaseh2c",300.97607771308,0.560672267163768,0.14773330987466,3.79516486592937,0.000147545377423016,0.00262162074155167
"Mgst1",193.280949014347,-1.30276902100014,0.343384212174307,-3.79391065404846,0.000148293052929881,0.00262891525715041
"Ints13",101.590555044071,-0.63893809084668,0.168503736314396,-3.79183337308641,0.000149539238181235,0.00264689095656507
"Il18bp",55.4950495826917,1.115054006602,0.294409624710716,3.78742375592387,0.000152217372219356,0.00269011755957898
"Gm4204",65.2108402891484,1.44657365154073,0.382636596574535,3.78054181040404,0.000156487435931699,0.00276130074641709
"Stx16",176.092950757415,0.510605930523045,0.135127087024076,3.77870893074212,0.000157643556578883,0.00277740170238437
"Rnf6",177.293437349638,-0.506711624656704,0.134286801251375,-3.77335389580228,0.000161067559733697,0.00283334739722902
"E130102H24Rik",15.8714778581006,1.71773507570098,0.455635644395243,3.76997519142932,0.000163263775595742,0.00286314427387056
"Mcfd2",134.173468852543,-0.658412327510154,0.174637921329467,-3.77015669047051,0.00016314508551695,0.00286314427387056
"Rbms2",30.6478587826802,0.979903396243432,0.259959740172159,3.76944289755978,0.000163612334300355,0.00286484946035292
"Med13l",226.485622328884,-0.456219816959761,0.121068765129457,-3.76827017663832,0.000164382731931848,0.00287392448050788
"Nmi",141.222594090447,1.65096091926792,0.438463904479683,3.76532914659665,0.000166329827302391,0.00290351255960177
"Itgb2",859.161738813026,-0.360204919431725,0.0957422257923913,-3.76223673985602,0.000168400529589316,0.00293516458224558
"Mylk",62.2587520811511,-0.851241705429711,0.226369362228652,-3.76041040646607,0.000169634822899035,0.00295216388736808
"Mtbp",64.5546211037843,-0.71830910283882,0.191093259991423,-3.75894525464195,0.000170631164883676,0.00296497659833692
"Rnf145",217.149293814268,0.407285942447703,0.108443304902111,3.75575000056804,0.000172823145478437,0.00299849472649727
"Rasd1",19.3146057226574,1.47166355761394,0.392322963163523,3.75115324819909,0.00017602306592397,0.00304937223171327
"Iars",324.96015891539,-0.545371670139713,0.145580428954608,-3.74618809723222,0.000179541989465652,0.0031056132593611
"Azi2",125.814571379087,0.524439708821203,0.140049083576996,3.74468504488913,0.000180620213780055,0.00311481061555045
"Phactr4",99.8276061571372,-0.679065229566243,0.181326594832182,-3.74498418279304,0.000180405141207799,0.00311481061555045
"Adap2",14.6576119966995,1.66489045213541,0.444677939703122,3.7440365340519,0.000181087304737542,0.00311814831828284
"Crtc1",44.3468117022807,-0.858129222264299,0.229683876991991,-3.73613173681416,0.000186872793773464,0.00321291549958329
"Gfus",170.235990484461,0.538827786958638,0.144304996157747,3.7339510155949,0.000188499171206923,0.00323599706715017
"Arl11",82.5221908830532,-0.872595388251937,0.233916105550202,-3.73037754796523,0.000191193050150954,0.00327730763709883
"Tufm",123.13746706827,0.789480308727504,0.211731997825757,3.72867736966804,0.000192487403303677,0.00329454040579371
"Aktip",24.4454324120256,-1.21308994019996,0.325462797512324,-3.72727681772608,0.000193559830811874,0.00330792880273546
"Ighd",1103.09080710482,0.806237740045553,0.216404320295904,3.72560833787019,0.000194844744084818,0.003324903050633
"Cox6a2",19.6799513199465,-1.62786866894996,0.43699668279974,-3.72512820582658,0.000195215981141934,0.00332625854863513
"Snx27",139.46563674579,-0.506185835883191,0.136033350786772,-3.72104217793341,0.00019840229437854,0.00337550410988206
"Sod1",1397.38222050509,-0.246934595738312,0.0663923508570154,-3.71932297246287,0.000199757493720781,0.00339349578379014
"Naip5",13.5048792401054,1.70715141252957,0.459288358139978,3.71694901965985,0.000201643111893792,0.00342043129832937
"Ksr1",108.739794482509,-0.675117819239926,0.181685633980327,-3.71585691421827,0.000202516169697655,0.00343013643147633
"Mgat1",336.504268067594,0.395268174961642,0.106442596595616,3.71343980327066,0.000204461114954491,0.00345794102279858
"Smad4",211.491215405513,-0.487976925438379,0.13143733403681,-3.71262038304671,0.000205124439972915,0.00346401998703889
"Dusp6",46.798921934887,1.15163136629471,0.31027706760982,3.71162256742388,0.000205934906503572,0.0034725621290447
"Snn",332.09641901974,0.711595540345178,0.191774667422155,3.710581537752,0.000206783678718457,0.00347910958834701
"Tmem163",67.1888061124694,-1.1396874277976,0.30716042087351,-3.71039805374836,0.000206933617062836,0.00347910958834701
"Fam76a",121.348437979292,-0.568855861794143,0.153567091297985,-3.70428232368042,0.00021199005515777,0.0035588728111096
"Mnt",162.047968341287,-0.507571606674979,0.137125367444235,-3.70151501604103,0.000214315970318019,0.00358735351784889
"Ngly1",73.6276051630318,-0.828713045712044,0.22386626391596,-3.70182193250496,0.000214056831256266,0.00358735351784889
"Ralgds",163.969688884329,-0.705064256024694,0.19056233569091,-3.69991401222274,0.000215672530399385,0.00360476711733518
"Rpl29",3679.09190783301,0.436265969755481,0.117982487983061,3.69771800216753,0.000217546368240951,0.0036307628866451
"Hsph1",181.925716458981,0.489775905358515,0.132522727112946,3.69578800578931,0.000219205828878242,0.00365311000494602
"Capzb",1039.59044557989,0.432633803457288,0.117156118884074,3.69279733383263,0.000221800779716193,0.00369095925253268
"Fasn",291.324654849944,-0.735178005197757,0.199449783443309,-3.68603060131536,0.00022777897424768,0.00378491622077158
"Phf3",203.762320392912,-0.437429556633891,0.118723857951211,-3.68442842224392,0.000229216425550819,0.00380325769265471
"Actb",16866.8188441094,0.629567312959208,0.171043707033019,3.68073940795539,0.000232558588527155,0.00384985813328191
"Fbxl3",80.6760495962194,-0.808219621118641,0.21959005239542,-3.68058394404526,0.000232700434584721,0.00384985813328191
"Sos2",83.914068402236,-0.675089700448467,0.183481948465948,-3.67932489322651,0.000233852193898866,0.00386330602645387
"Evi5",40.2007060023014,-0.920568583151594,0.25043365480179,-3.67589804924659,0.000237014168490448,0.00390422616563961
"Tbl3",95.1763859290123,0.633454459780643,0.172314607211547,3.67615067597238,0.000236779705111417,0.00390422616563961
"Slc25a24",65.1973060246148,-0.858428477517023,0.233564579956602,-3.67533672133216,0.000237535918081163,0.00390717450246347
"Abcd1",99.2018918460217,0.633342687023753,0.172365881389633,3.67440865859109,0.000238400909053958,0.0039103191544836
"Fcrl5",36.3067106967684,1.19272865702156,0.324605408192659,3.67439551812289,0.000238413177679279,0.0039103191544836
"Tmem219",155.409881988074,0.59094642167719,0.160908723460749,3.67255676987172,0.000240135781918073,0.00393291347425878
