gene_name	Caco2	HCT115	HCT16	SFM	SW1417	SW403	SW480	SW620
RN7SL832P	5.058	4.77	4.463	4.568	4.285	4.975	4.54	3.039
RF01884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-197P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF3	20.823	14.454	24.871	18.162	40.222	39.537	25.78	51.663
FAM208A	45.987	77.299	67.08	84.535	73.779	44.627	75.868	59.864
UVSSA	34.113	47.506	60.214	29.075	32.971	40.012	31.066	26.674
RN7SKP49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1178P	0.0	0.0	0.0	0.293	0.082	0.0	0.0	0.0
RNU7-22P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCARNA13	0.587	2.014	0.943	2.323	2.53	0.802	2.42	0.423
RNU6-719P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00345	1.808	5.512	6.56	2.068	6.631	2.8	3.892	0.729
ATP5MGL	12.77	13.065	9.176	11.002	14.588	19.8	8.95	12.69
CORO1B	151.788	152.724	95.617	126.22	189.527	82.54	113.97	141.646
CCL19	0.99	2.99	0.349	0.0	2.034	0.267	1.152	0.493
AC117460.1	0.0	0.0	0.0	0.0	0.0	0.0	1.986	0.0
AC073896.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FUT10	4.325	8.386	3.173	7.15	5.501	2.413	6.954	6.541
NAMPTP2	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0
AC068944.1	0.0	0.274	0.311	0.233	0.471	0.162	0.0	0.521
TENT4A	33.062	35.56	72.049	41.782	46.098	45.318	46.44	54.236
SNORD35A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC104619.1	0.0	0.0	0.369	0.0	0.0	0.0	0.0	0.0
LINC01029	0.0	0.0	0.483	0.0	0.0	0.2	0.0	0.0
RN7SL441P	1.877	3.772	1.817	4.027	2.15	4.687	4.768	4.171
AC024267.4	0.753	0.542	1.564	0.582	0.705	0.498	0.756	0.494
AC100863.1	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0
KRT8P13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4276	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MCRIP2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1147P	0.0	0.0	0.0	0.0	0.082	0.0	0.18	0.0
RNU6-529P	1.195	1.249	0.936	5.447	0.954	2.157	1.216	1.567
RF00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-536P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-97P	5.713	4.482	9.487	7.202	3.544	3.652	5.18	4.831
RF00019	0.0	0.296	0.277	1.372	0.251	0.2	0.336	0.113
RNA5SP341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSAP3	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
WRAP53	40.747	32.404	22.34	33.297	29.731	29.393	41.604	36.48
PDE6B	0.123	1.64	0.617	1.872	1.386	0.0	1.002	0.503
AC008764.3	0.833	1.051	0.847	1.038	0.77	0.81	0.85	0.41
ZMYND15	0.877	2.136	0.0	0.363	0.276	2.312	3.46	0.241
RF00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC137803.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00017	1.677	1.154	0.4	0.233	1.486	2.388	0.626	0.929
ZNF414	15.163	16.522	23.387	28.875	22.851	27.137	17.78	19.521
AC063943.1	0.0	0.074	0.0	0.0	0.0	0.207	0.18	0.0
MIR4471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR5707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UGT1A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPM1P45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008758.4	1.608	2.221	3.094	2.892	1.352	2.743	3.422	1.906
AC022432.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR3659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010503.3	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0
RN7SL818P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC022106.1	0.0	0.0	0.0	0.285	0.0	0.0	0.0	0.0
AC016251.1	0.12	0.091	0.666	0.0	0.0	0.0	0.67	0.0
RF01964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC134878.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC138466.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC120057.3	18.128	11.295	15.987	8.23	20.649	11.995	12.98	13.686
COL9A2	59.712	105.144	73.121	132.723	49.196	27.133	43.694	66.864
AL137058.1	0.227	0.044	0.0	0.293	0.08	0.0	0.0	0.0
MTND2P17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000432.2	73.063	71.791	107.949	129.92	137.08	50.585	156.27	65.326
GLTPD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC140658.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008013.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL645944.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MCRIP2P2	0.12	0.0	0.0	0.0	0.0	0.133	0.0	0.0
MIR3170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAS2R6P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL161722.3	0.0	0.0	0.0	0.155	0.411	0.067	0.0	0.046
SRD5A3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC103409.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Z94160.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAS6-DT	0.573	1.045	1.173	0.288	0.058	0.133	0.084	0.15
AL359091.4	3.838	2.682	3.149	1.568	2.232	3.737	5.334	4.136
LINC02018	3.172	2.85	0.839	1.945	1.561	1.147	2.428	2.224
AC092807.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010997.4	0.24	0.072	0.669	0.0	0.0	0.0	0.0	0.091
AC073107.1	3.332	1.271	1.023	1.453	2.14	1.228	0.24	0.5
AL590426.1	0.24	1.359	0.0	0.0	1.326	0.067	3.068	0.0
AC007620.3	2.608	1.414	2.5	1.783	2.179	2.13	1.246	2.077
AL355598.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BNIP3P16	0.0	0.0	0.0	0.0	0.0	0.0	0.336	0.0
KIAA2012	0.95	1.611	1.081	1.658	1.575	2.582	2.128	1.263
AC124312.5	0.0	0.0	0.0	0.0	0.0	0.135	0.0	0.0
AC008162.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC018638.6	3.093	2.036	3.807	4.15	9.064	6.065	2.432	5.264
AC011825.2	0.0	0.135	0.153	1.142	2.228	0.823	2.888	0.0
AC007992.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL590552.1	1.293	0.728	1.767	2.118	0.462	0.767	1.6	0.661
SMAD9-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PFKP	14.913	39.371	47.324	36.298	32.072	15.125	22.012	23.614
AL356292.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC079448.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01844	0.0	0.0	0.0	0.0	0.082	0.823	1.804	0.0
AL354751.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL355376.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OVAAL	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0
RBMY2QP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC211469.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL133393.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC105129.3	0.0	0.952	0.0	0.0	0.435	0.133	0.0	0.226
AL161912.3	0.0	0.145	0.0	0.0	0.246	0.0	0.18	0.0
AL139344.1	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0
AC074348.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046
TTTY19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPESC1	0.543	0.301	1.151	0.233	0.27	0.133	1.114	0.31
ELN-AS1	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0
AL121601.1	0.362	2.12	3.261	2.597	0.0	1.077	0.0	2.749
AL589923.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009495.2	0.12	0.222	0.0	0.0	0.0	0.067	0.0	0.0
CACNA1C-AS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	1.203	1.565	1.603	7.112	1.517	5.458	3.838	5.251
MACF1	108.812	119.27	106.534	100.948	67.489	119.495	149.318	123.586
SKP1	479.898	412.12	338.151	369.597	394.588	395.833	359.362	404.576
GNPDA1	322.238	392.854	607.67	354.945	388.514	227.568	498.46	452.874
PCDH12	0.205	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RF00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAPKAPK5P1	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0
HNRNPA3P14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL36P4	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0
AL136164.3	0.12	0.32	0.534	0.43	0.08	0.295	0.336	0.074
MYO10	35.872	53.722	67.217	63.115	35.225	45.553	118.84	43.34
AC093156.1	0.362	0.0	0.0	0.0	0.082	0.0	0.0	0.0
MIR4783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01959	0.0	0.075	0.0	0.0	0.132	0.0	0.434	0.113
MIR3199-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFAP61	0.0	0.0	0.666	1.252	0.245	0.0	0.0	0.226
RN7SL531P	3.427	3.771	7.32	6.79	3.3	2.648	5.674	2.69
AP003467.2	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0
MIR1273C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203
AC124067.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNU7-38P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APOOP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC106732.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE2I	833.703	849.156	908.06	709.57	775.326	922.253	695.998	883.064
NUBP1	31.575	28.242	24.5	18.692	25.107	23.822	14.85	26.639
AC097634.1	4.478	1.408	3.591	4.91	1.76	2.683	1.93	0.883
AC017083.2	2.235	0.274	2.796	0.9	1.921	3.298	0.938	1.564
ZBTB8B	27.96	29.28	32.521	40.087	35.118	29.39	27.778	29.433
AP000254.1	0.578	2.407	3.59	4.123	1.394	1.278	2.342	1.256
AC025524.2	0.12	0.291	0.0	0.0	1.554	0.0	0.42	0.0
U62317.4	17.197	8.038	20.957	7.063	196.21	14.222	18.602	18.849
MTCYBP20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASB10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005730.3	4.158	5.541	2.619	4.763	4.725	4.052	5.436	3.196
AC015656.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA0391	5.717	10.87	19.901	21.79	9.35	9.273	17.88	10.897
AC007161.1	0.12	0.0	0.0	0.0	0.082	0.0	0.36	0.0
DCAF11	208.74	189.329	206.79	173.485	297.242	173.975	205.474	188.263
AC022616.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL713923.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TUBB8P11	0.0	0.0	0.0	0.0	0.0	0.135	0.0	0.0
AC060834.2	0.0	0.0	0.0	0.0	0.0	0.188	0.722	0.0
TMEM212-AS1	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0
AC092447.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005064.1	0.24	0.0	0.0	0.078	0.082	0.067	0.0	0.0
AC009965.1	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0
AC072046.1	0.0	0.0	0.0	0.293	0.0	0.0	0.0	0.0
MIR4746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC027237.2	6.167	8.983	7.919	16.69	7.843	5.723	9.202	7.867
AC012414.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC092071.1	0.12	0.726	0.496	0.078	0.562	0.0	0.264	0.0
AC108025.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMPK2	76.658	172.595	109.346	21.552	912.675	70.25	79.218	136.763
NR1I3	2.56	1.659	1.446	0.887	1.213	1.143	0.764	2.591
LPIN1	345.897	391.228	162.611	342.685	280.591	499.673	287.036	314.641
MYCN	6.473	2.9	0.0	9.642	1.838	1.27	2.076	2.404
RSAD2	234.857	401.376	723.724	119.568	15442.966	260.422	272.94	315.414
SDHC	147.948	138.59	140.304	147.958	117.898	176.137	137.624	131.006
AC099670.3	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.046
USP21	154.48	193.575	121.726	116.768	161.511	184.07	131.832	190.704
OR10AF1P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC243960.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRP68P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL366P	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
AC092354.1	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0
FAM91A1	117.937	108.32	168.25	113.477	116.855	132.922	152.382	121.839
SRCIN1	1.585	0.572	0.761	0.438	0.851	0.757	0.166	0.074
GJA1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KRT18P28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL080317.3	2.177	6.026	1.776	7.782	2.536	1.718	4.254	2.479
LINC02548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CBL	578.103	554.56	777.627	617.875	656.12	778.067	995.622	699.859
MPP5	58.468	59.086	45.904	70.078	64.854	53.977	66.594	52.956
RMRP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNNM3	75.135	58.384	65.976	72.908	58.982	48.872	60.124	57.334
AC234772.2	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0
AC025165.4	0.0	0.218	0.431	0.0	0.0	0.0	0.0	0.15
SF3B3	79.402	97.086	87.589	88.012	63.844	60.328	82.382	74.341
FAM25G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL606834.1	0.0	0.0	0.286	0.293	0.082	0.0	0.0	0.0
GSTM4	131.56	204.326	146.437	117.195	168.116	132.818	119.876	202.473
AC084864.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091564.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TET2	200.738	204.145	232.811	310.76	269.468	136.67	350.6	182.457
PRSS48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007014.1	0.912	0.69	0.216	0.0	0.0	0.608	0.18	0.401
DUX4L24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1273E	0.0	0.44	0.431	0.285	0.082	0.067	0.0	0.113
RN7SL262P	0.0	0.0	0.133	0.078	0.0	0.0	0.0	0.0
PMM2P1	0.0	0.072	0.0	0.0	0.165	0.0	0.0	0.0
AL391669.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009065.4	0.565	1.017	0.459	1.427	0.828	0.893	1.118	0.79
HDAC5	255.798	298.915	317.326	293.513	252.612	291.877	396.784	311.594
AL031659.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCC3	3.545	8.832	6.48	8.017	5.18	4.435	7.398	6.2
PPY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LUC7L3	969.812	1134.816	1239.863	1214.07	982.936	878.815	1003.53	1069.049
AC012321.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA52P6	0.0	0.149	0.0	0.0	0.08	0.0	0.696	0.0
AC021087.3	5.687	3.212	2.586	5.967	2.009	2.722	2.39	4.159
NUTF2P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC104758.3	0.0	0.074	0.133	0.0	0.0	0.0	0.0	0.0
AC061975.1	0.0	0.256	0.133	0.0	0.196	0.295	0.264	0.213
ENG	317.885	201.448	370.093	38.52	97.038	352.092	513.334	549.1
CDC37L1	59.867	62.14	53.603	41.01	59.505	65.05	44.544	57.787
AK1	11.013	13.905	14.151	6.545	6.605	33.758	12.878	22.526
AC010320.4	0.713	0.37	1.17	1.487	0.944	0.705	0.576	0.967
TTC26	1.41	3.208	1.917	5.527	2.719	3.017	2.666	3.811
AC126335.1	0.0	0.0	0.0	0.223	0.162	0.067	0.336	0.0
FGFR3P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL035690.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGB1P13	0.0	0.0	0.0	0.0	0.329	0.268	0.542	0.0
PCNA	83.335	50.12	97.923	64.012	98.28	84.072	66.516	76.763
TNKS1BP1	11.153	16.915	14.489	16.663	21.129	21.087	10.966	22.159
MIR1262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00408	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0
BTBD3	0.352	0.975	1.196	0.31	0.47	2.492	2.59	2.169
MIR1253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF2H2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRM7-AS3	0.0	0.0	0.181	0.0	0.246	0.0	0.0	0.0
AC106706.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC098934.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C12orf40	0.0	0.108	0.907	0.285	0.246	0.57	0.542	0.0
RN7SKP262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SBNO1	217.005	217.762	338.036	310.635	231.894	262.517	338.66	267.216
TDRD6	0.962	0.614	0.801	1.58	0.62	0.333	1.54	0.0
MYF6	0.0	0.275	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARMH2	0.237	0.0	0.0	0.0	0.0	0.0	0.0	0.333
TBC1D3G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTX1	0.0	0.132	0.0	0.0	1.12	0.202	0.0	0.046
TRAFD1	166.957	140.598	119.486	94.963	312.159	143.308	122.124	135.094
KIF14	6.625	7.078	9.719	9.603	6.859	13.513	23.536	9.087
NEK11	0.233	1.106	1.376	0.0	0.919	0.067	0.766	0.2
DDX59	39.737	40.648	58.277	61.118	46.091	29.595	43.438	49.034
TNNT2	3.435	6.107	5.286	11.068	3.947	4.715	9.65	5.376
ITFG1-AS1	0.722	0.236	0.0	0.0	0.411	0.067	0.0	0.0
LINC02191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAS1R3	2.437	2.355	0.286	2.55	1.401	1.447	1.104	3.164
AC092378.1	1.277	0.339	0.497	0.078	1.071	0.977	0.0	0.339
MAP3K2	919.472	915.483	1333.749	686.205	1197.965	1312.297	1624.932	1576.077
TMEM42	9.748	15.126	16.666	33.565	11.279	19.697	21.706	8.947
DSG2-AS1	0.0	0.164	0.0	0.0	0.0	0.0	0.0	0.0
HMGN2P15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01262	0.24	0.447	3.789	0.0	1.238	0.542	2.222	0.789
LINC00662	20.767	25.994	37.511	60.692	18.164	12.11	27.52	13.526
AC084782.2	0.962	0.0	0.0	0.333	0.0	0.0	0.0	0.0
AC018362.2	11.587	9.858	15.0	18.205	16.415	13.35	17.144	8.534
CD79A	3.2	7.514	8.279	9.92	10.564	14.423	18.502	8.661
DNM1P49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C8orf17	0.807	1.106	1.47	1.798	0.739	1.022	1.752	0.569
SIGLEC8	976.87	1194.949	1601.184	530.307	688.18	1455.987	813.542	1588.447
GUCA1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL4	33.38	52.912	45.731	48.882	41.531	77.612	59.518	33.313
CPEB1	0.0	0.175	0.0	0.233	0.549	0.402	0.0	0.203
AC096759.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LMO3	0.12	0.236	0.726	0.293	0.162	0.685	0.976	0.184
AL049870.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007496.2	0.923	0.205	0.229	0.438	0.114	0.267	0.586	0.4
KLHL2	64.295	60.182	84.32	60.522	54.314	47.877	64.35	66.114
AL845552.1	0.24	0.21	0.216	0.587	0.165	0.0	0.084	0.279
EIF3LP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02290	0.0	0.362	0.0	0.293	0.0	0.202	0.0	0.0
AL352979.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL157871.1	0.0	0.266	0.959	0.573	0.0	0.0	0.0	0.0
AL442163.2	0.12	0.0	0.0	0.0	0.08	0.0	0.0	0.0
AL163642.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC116612.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKAP10	174.528	145.39	144.643	183.772	172.324	170.205	180.02	148.917
AC211486.2	0.123	0.424	0.867	1.117	0.521	0.67	0.698	0.159
AC025459.1	0.0	0.0	0.0	0.0	0.132	0.207	0.0	0.0
FTSJ3	52.152	38.316	38.536	46.103	39.724	40.238	46.168	37.769
DRG2	50.815	51.604	36.313	44.442	38.044	45.422	41.37	49.521
MED31	86.81	81.818	68.829	63.928	102.595	85.58	83.916	87.894
AC007114.2	4.08	3.404	5.057	12.005	3.557	5.562	3.456	2.587
USP48	305.857	316.339	228.416	314.1	311.031	225.712	273.544	235.739
AL033530.1	0.0	0.338	0.0	0.727	0.16	0.067	1.44	0.076
MPHOSPH9	11.53	24.11	24.591	23.217	18.394	18.585	25.178	17.077
RFWD2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF717	5.003	2.679	3.121	5.168	2.194	1.985	2.346	2.486
AP002856.1	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0
AC009238.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC073174.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF285	3.72	3.291	2.427	4.727	2.461	1.737	4.676	2.649
RPL12P44	0.0	0.0	0.0	0.0	0.48	0.605	0.0	0.184
AC021683.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010327.2	0.123	0.234	0.0	0.595	0.239	0.0	0.0	0.113
AC090236.2	0.0	0.29	0.133	0.233	0.646	0.0	0.24	0.0
AC005180.2	0.0	0.0	0.0	0.0	0.0	0.0	0.264	0.276
LBX1-AS1	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0
AC233724.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF887P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004801.2	1.82	4.006	3.449	1.187	3.104	1.182	2.914	3.196
L3MBTL4	16.993	17.832	18.53	17.1	19.713	23.118	18.294	18.997
AL596218.1	0.0	0.306	0.0	0.293	0.822	0.0	0.18	0.0
NCAM2	0.0	0.0	0.153	0.0	1.514	0.0	0.0	0.0
RF00017	3.463	2.974	3.129	3.745	3.397	2.557	2.82	3.037
AL022099.1	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0
SPATA12	0.0	0.072	0.0	0.0	0.0	0.0	0.516	0.137
TMPRSS12	0.0	0.0	0.994	0.293	0.254	0.067	0.18	0.0
ULK1	330.993	341.146	340.591	385.403	240.016	315.228	412.97	399.247
RNA5SP237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB132	0.0	0.0	0.0	0.285	0.082	0.0	0.0	0.0
FBXO36	3.252	3.275	5.37	4.315	2.674	1.512	4.184	2.569
ANXA7	147.875	119.06	93.79	98.445	98.618	98.567	80.742	125.75
AL663074.2	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0
OR14A16	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENT2	64.767	62.839	64.686	64.718	83.855	86.963	70.462	74.266
CARTPT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RICTOR	308.203	281.465	383.557	366.823	570.249	371.43	487.22	339.953
TMEM174	2.407	0.0	0.4	0.0	0.162	0.0	0.36	0.0
GPR87	0.0	0.536	0.884	0.0	0.165	0.0	0.0	0.0
CFAP97	4.762	9.946	13.02	6.023	6.435	6.245	14.198	3.653
RPL7AP49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BOLA2P2	0.338	0.256	0.216	0.0	0.08	0.0	0.722	0.0
RPL9P3	0.205	0.075	0.991	0.0	0.082	0.0	0.0	0.0
RN7SL594P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRMT5	2.848	8.137	5.011	5.172	4.109	8.037	12.948	2.017
RBM23	379.102	271.996	165.95	343.54	328.911	300.728	276.15	333.617
RN7SL473P	1.968	1.59	1.54	1.162	2.101	3.177	4.49	1.949
SOD2	412.412	510.988	561.001	150.018	221.879	397.8	693.532	510.417
AC010424.3	0.0	0.0	0.0	0.293	0.0	0.0	0.0	0.0
OR52B6	0.0	0.0	0.0	0.0	0.0	0.0	0.542	0.0
AC136944.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFTRP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FFAR4	7.563	9.192	8.057	17.423	7.946	9.645	16.966	9.633
AL596188.1	0.0	0.3	0.0	0.0	0.837	0.268	0.0	0.0
ZNRF1	150.337	159.235	128.22	164.152	142.688	155.785	95.584	151.699
POLR1D	123.882	120.336	123.779	139.708	128.982	156.68	134.218	116.617
KIF18B	0.243	0.274	0.726	0.0	0.132	0.723	2.346	0.204
CLDN16	12.885	11.104	11.85	15.922	14.255	10.61	13.354	9.577
RPSAP64	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0
LINC01215	8.428	9.731	12.074	5.325	6.74	5.87	9.102	10.711
AC010722.1	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.113
RN7SKP205	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0
SNHG5	139.758	138.91	284.7	229.977	157.922	348.462	247.732	167.877
