"","T_PCD11_LMoDC_1","T_PCD11_LMoDC_2","T_PCD11_LMoDC_3","T_PCD11_LMoDC_4","T_PCD11_LCD11_1","T_PCD11_LCD11_2","T_PCD11_LCD11_3","T_PCD11_LCD11_4","T_PimedMoDC_1","T_PimedMoDC_2","T_PimedMoDC_3","T_PimedMoDC_4","T_PimedCD11c_1","T_PimedCD11c_2","T_PimedCD11c_3","T_PimedCD11c_4"
"Ipo8",28,15,12,16,42,43,25,43,46,53,73,63,25,32,52,33
"Ipo9",95,24,36,52,147,97,73,84,72,123,128,119,60,85,81,63
"Ipp",10,5,3,7,11,23,32,27,16,30,28,30,10,17,13,13
"Ippk",17,9,8,7,33,25,23,28,16,27,22,35,15,37,21,11
"Iqank1",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"Iqca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqca1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcb1",34,13,15,16,52,31,35,37,25,43,45,42,25,19,22,20
"Iqcc",40,20,23,20,43,34,36,35,39,76,57,71,31,44,37,43
"Iqcd",1,0,0,0,1,0,0,0,2,1,3,3,0,0,1,2
"Iqce",28,18,7,10,58,36,29,24,42,76,80,102,41,44,48,40
"Iqcf1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Iqcf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcf4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcf5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Iqcf6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcg",1,1,0,0,2,1,1,0,5,5,4,6,4,4,7,5
"Iqch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Iqcj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqck",2,1,0,2,2,0,1,2,1,1,0,2,0,1,1,1
"Iqcm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqcn",0,0,0,0,0,0,0,0,2,5,3,5,0,3,1,1
"Iqgap1",813,477,247,555,1405,1612,1166,1211,761,1403,1415,1679,761,1101,1009,803
"Iqgap2",37,23,36,23,55,72,92,57,49,93,83,89,58,111,86,57
"Iqgap3",44,19,12,26,74,62,34,39,14,39,34,42,24,36,45,34
"Iqschfp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iqsec1",88,47,38,45,84,122,64,62,69,105,108,142,56,91,92,54
"Iqsec2",22,10,7,10,28,37,21,18,15,30,43,31,10,10,14,4
"Iqsec3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Iqub",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Irag1",7,11,4,7,6,18,18,13,6,18,9,15,5,14,12,5
"Irag2",442,170,136,166,295,252,209,267,475,726,675,739,515,585,577,480
"Irak1",210,122,114,136,385,284,262,309,226,471,408,510,243,346,327,206
"Irak1bp1",21,8,8,11,32,21,29,31,10,23,22,34,13,12,15,8
"Irak2",132,51,55,62,161,210,127,155,114,134,164,167,83,89,89,73
"Irak3",305,188,164,154,472,660,341,316,94,182,165,137,98,169,154,104
"Irak4",32,25,16,24,41,51,33,46,42,67,75,84,31,52,57,38
"Ireb2",19,4,10,3,4,31,21,31,25,44,62,53,18,28,30,21
"Irf1",922,437,331,359,802,771,609,987,1716,3186,3302,3805,658,1192,799,648
"Irf2",454,203,126,205,387,375,330,455,551,920,821,1056,323,516,422,414
"Irf2bp1",129,64,48,70,177,182,118,122,76,100,108,112,67,98,82,67
"Irf2bp2",174,102,36,107,238,203,169,197,108,182,186,185,94,169,145,109
"Irf2bpl",65,31,20,39,68,59,62,53,125,191,191,266,84,109,96,82
"Irf3",385,171,137,195,451,419,311,338,233,419,402,523,249,312,274,245
"Irf4",441,117,132,172,478,276,272,389,248,383,440,472,149,187,227,169
"Irf5",347,150,120,209,598,364,314,407,494,808,782,829,298,294,344,282
"Irf6",1,2,1,1,0,1,1,1,1,0,2,0,1,0,0,0
"Irf7",1469,808,711,644,284,264,227,255,1368,2799,2191,1868,450,983,498,425
"Irf8",2080,989,732,1290,2521,1607,1786,2742,3278,5416,5569,5895,1136,1200,1264,1218
"Irf9",532,278,174,293,585,426,314,470,508,877,787,909,340,503,355,310
"Irgc1",1,0,0,1,0,2,2,1,2,8,7,9,1,8,4,5
"Irgm1",1039,471,472,358,313,355,332,572,1100,2315,2070,2061,443,834,558,420
"Irgm2",59,52,29,25,25,36,46,68,99,169,170,139,30,86,51,37
"Irgq",43,17,21,21,87,58,54,46,54,104,74,90,44,45,42,42
"Irs1",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"Irs2",79,41,29,58,95,132,109,137,211,289,269,306,146,205,193,137
"Irs3",1,0,0,1,0,0,0,0,4,2,0,2,1,4,2,3
"Irs4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Irx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Irx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Irx3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Irx3os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Irx4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Irx5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Irx6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isca1",40,15,37,25,54,38,44,52,62,104,91,112,36,68,87,44
"Isca2",120,53,68,61,161,137,111,108,130,335,280,296,109,175,167,109
"Iscu",90,40,60,41,97,102,90,122,92,170,163,211,63,77,71,57
"Isg15",4435,2516,2261,1583,612,777,352,408,669,1353,1045,885,237,507,295,265
"Isg20",849,455,524,286,131,130,85,102,213,452,363,339,133,262,164,163
"Isg20l2",111,68,41,63,168,163,145,146,114,154,149,177,114,110,109,98
"Isl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isl2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Islr",1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Islr2",0,0,0,0,1,1,1,1,14,23,37,46,5,23,14,8
"Ism1",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"Ism2",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Isoc1",100,42,44,46,95,59,48,70,116,249,227,228,120,181,140,89
"Isoc2a",1,0,0,1,0,0,1,0,0,0,0,3,5,3,4,1
"Isoc2b",9,5,4,4,5,8,12,6,21,23,24,27,5,17,21,9
"Ist1",264,82,71,75,352,220,167,228,219,306,387,423,172,215,198,151
"Isx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isy1",10,3,2,9,6,6,6,8,18,23,25,31,10,17,14,21
"Isyna1",281,122,123,145,331,320,237,215,107,176,148,178,141,311,207,189
"Itch",31,20,15,26,45,72,57,72,49,72,78,78,36,44,44,57
"Itfg1",5,7,4,5,20,16,8,21,17,38,51,48,11,36,30,14
"Itfg2",47,16,16,35,64,77,39,61,43,70,58,71,49,60,55,40
"Itga1",3,5,1,1,2,2,5,2,13,15,25,22,7,3,8,4
"Itga10",5,1,2,2,3,3,2,4,5,6,8,10,5,8,7,3
"Itga11",0,4,0,0,1,3,2,0,0,0,0,1,2,0,1,1
"Itga2",1,0,0,0,0,0,0,2,1,5,3,1,2,5,1,1
"Itga2b",141,126,65,78,169,322,202,137,45,108,64,95,108,239,171,78
"Itga3",3,1,0,0,0,1,3,3,3,3,2,5,0,1,0,2
"Itga4",126,52,34,64,61,133,101,163,223,396,423,472,112,198,220,159
"Itga5",18,4,23,9,7,16,7,8,7,3,10,8,2,6,4,4
"Itga6",47,29,17,34,125,112,94,80,73,174,147,170,86,101,83,66
"Itga7",2,1,1,0,2,1,0,1,0,3,0,2,0,2,0,0
"Itga8",0,0,0,0,0,0,1,2,1,1,0,0,0,2,2,0
"Itga9",0,1,2,1,1,2,1,0,5,2,4,2,0,0,1,0
"Itgad",0,1,0,0,2,1,0,0,12,1,0,1,0,1,0,0
"Itgae",24,15,5,14,65,26,18,14,71,109,151,144,42,48,52,29
"Itgal",360,194,95,186,538,566,424,476,433,672,635,751,319,463,334,287
"Itgam",506,270,219,354,1133,1038,1058,1162,610,1126,995,1006,717,1360,1063,700
"Itgav",16,5,8,6,18,26,16,22,28,38,45,26,25,31,19,19
"Itgax",24,9,8,13,20,33,33,31,119,150,165,133,36,49,47,47
"Itgb1",291,192,119,236,555,696,427,448,394,548,574,535,272,417,341,324
"Itgb1bp1",106,67,56,73,183,176,133,138,108,192,193,232,88,162,144,96
"Itgb1bp2",1,1,0,2,2,2,1,2,0,6,2,2,1,1,2,1
"Itgb2",701,400,294,381,1339,1351,1009,1018,819,1432,1316,1352,742,1345,1016,771
"Itgb2l",52,35,32,30,130,141,96,95,20,67,52,79,61,161,125,70
"Itgb3",78,90,24,52,115,239,109,91,52,139,94,141,87,91,106,70
"Itgb3bp",0,0,0,1,2,2,0,1,0,0,1,4,1,1,0,2
"Itgb4",0,0,0,1,3,0,0,0,2,1,0,3,0,0,0,0
"Itgb5",28,16,13,13,24,55,26,26,61,95,86,74,18,45,34,22
"Itgb6",1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
"Itgb7",268,109,116,123,322,376,179,203,404,647,580,718,301,503,327,306
"Itgb8",0,0,0,1,0,1,0,2,7,7,12,10,0,0,0,1
"Itgbl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itih1",0,0,0,0,4,7,4,1,1,7,3,2,0,0,0,0
"Itih2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itih3",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"Itih4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Itih5",0,1,0,0,0,0,1,2,2,7,7,6,3,2,2,2
"Itih6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itk",146,56,39,41,174,69,56,62,110,219,169,216,73,121,84,63
"Itln1",0,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0
"Itm2a",12,2,6,9,10,11,18,14,23,28,19,30,7,7,11,12
"Itm2b",3197,1664,1765,1441,4847,4244,3530,3564,2909,5266,5475,5551,2386,3893,3532,2204
"Itm2c",657,343,281,295,724,568,340,385,540,934,964,1114,323,428,401,325
"Itpa",205,57,72,91,292,212,161,221,145,262,222,268,150,225,213,139
"Itpa-ps1",0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,0
"Itpa-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itpa-ps3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itpk1",54,19,22,33,68,51,54,49,87,133,151,158,61,97,101,63
"Itpka",2,0,2,2,1,0,1,2,0,1,5,3,2,0,1,4
"Itpkb",161,80,70,88,172,150,88,123,202,314,305,321,125,163,144,104
"Itpkc",25,19,21,18,37,38,16,26,28,42,37,38,19,35,15,13
"Itpr1",126,57,40,74,145,80,81,173,169,265,273,316,105,147,129,139
"Itpr2",143,61,73,91,213,165,125,133,176,275,285,364,136,181,161,161
"Itpr3",129,64,35,73,130,106,83,77,155,283,239,322,141,189,162,121
"Itpr3os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itprid1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itprid2",89,61,55,77,202,169,179,203,132,222,212,234,105,113,124,74
"Itprip",127,67,39,76,170,181,122,138,139,263,225,242,129,200,137,126
"Itpripl1",21,11,12,7,24,22,12,12,18,38,48,33,26,28,27,29
"Itpripl2",32,23,18,32,131,140,74,44,44,59,57,56,28,53,58,29
"Itsn1",20,5,4,18,81,68,64,78,37,59,45,55,25,28,24,14
"Itsn2",230,133,89,169,341,398,418,443,378,733,699,810,346,500,467,333
"Ivd",32,16,11,15,67,62,40,41,32,74,59,71,24,45,43,38
"Ivl",0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,0
"Ivns1abp",106,64,39,73,146,167,135,163,195,400,344,390,149,215,213,134
"Iws1",46,25,26,33,47,61,49,68,47,91,95,79,53,87,67,51
"Iyd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Izumo1",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
"Izumo1r",9,0,1,5,21,10,8,7,20,27,29,30,12,22,13,12
"Izumo2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Izumo3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Izumo4",17,7,10,7,21,34,11,23,49,93,89,102,26,57,35,24
"Jade1",121,67,32,89,226,256,183,197,89,119,135,141,84,113,122,84
"Jade2",80,48,33,65,194,114,122,125,114,152,166,263,81,74,72,71
"Jade3",6,4,5,7,13,15,15,19,9,9,16,17,12,14,16,9
"Jag1",1,1,1,2,4,3,2,8,9,7,18,15,3,3,4,2
"Jag2",18,0,1,7,13,14,10,8,5,16,11,18,15,15,13,8
"Jagn1",127,39,54,76,173,168,132,143,92,139,133,170,79,145,140,88
"Jak1",840,309,283,431,803,796,828,1068,931,1402,1480,1724,741,923,879,721
"Jak2",374,178,176,235,434,599,453,505,963,1444,1635,1515,328,388,438,311
"Jak3",66,28,23,27,55,66,24,30,60,126,91,124,48,92,63,47
"Jakmip1",57,12,20,31,70,48,24,41,83,115,132,165,75,84,86,76
"Jakmip2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Jakmip3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Jam2",1,2,0,0,0,0,0,0,6,2,2,1,0,1,0,0
"Jam3",0,0,0,0,1,1,0,2,1,0,0,0,0,1,1,0
"Jaml",45,31,22,17,25,20,24,33,91,169,176,174,57,96,89,63
"Jarid2",87,59,38,50,71,132,99,88,127,185,179,206,102,106,116,96
"Jazf1",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"Jcad",1,1,0,1,2,5,6,8,2,5,6,5,2,6,10,0
"Jchain",3,10,15,9,2,12,11,5,6,17,12,11,9,18,7,12
"Jdp2",136,65,61,138,363,421,278,292,99,155,154,159,73,151,116,85
"Jhy",9,3,3,3,9,12,7,16,64,92,87,107,26,39,25,34
"Jkamp",82,27,38,46,128,118,63,100,85,140,142,111,65,90,89,75
"Jkampl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jmjd1c",78,44,23,45,71,85,84,133,155,310,276,330,133,172,180,138
"Jmjd4",16,8,6,14,20,15,16,20,7,19,16,24,11,17,22,13
"Jmjd6",210,95,74,111,366,360,217,218,158,279,272,283,143,218,181,133
"Jmjd7",8,2,8,4,20,1,10,12,9,9,9,18,11,11,8,8
"Jmjd8",41,23,22,20,38,29,31,36,32,44,37,48,29,45,32,20
"Jmy",7,5,1,3,14,11,9,8,6,20,12,17,3,7,10,5
"Josd1",94,33,31,37,177,131,128,126,64,89,92,139,50,102,82,53
"Josd1-ps",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Josd2",107,63,44,76,157,162,102,87,66,215,156,177,98,144,98,91
"Jph1",0,1,0,1,2,3,4,0,0,0,1,0,1,1,0,0
"Jph2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jph3",0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,1
"Jph4",1,1,0,1,2,1,4,2,1,5,2,6,0,1,2,1
"Jpt1",795,417,356,391,879,894,651,631,779,1364,1231,1425,668,899,833,686
"Jpt2",86,21,39,36,98,109,69,62,32,83,71,73,55,61,73,44
"Jpx",6,3,2,2,7,7,6,9,9,12,8,12,6,3,7,5
"Jrk",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Jrkl",3,0,1,1,1,3,2,2,3,2,4,6,1,4,3,0
"Jsrp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jtb",291,138,140,167,421,323,270,379,231,378,352,381,215,278,281,216
"Jun",233,129,76,128,305,318,252,342,371,801,763,967,200,416,364,240
"Junb",1250,515,388,615,1165,1078,703,836,1414,2457,2397,2693,682,932,997,820
"Jund",637,296,179,240,634,509,327,418,698,1119,961,1236,494,631,557,561
"Junos",1,1,0,0,0,3,1,2,3,5,5,7,2,0,2,4
"Jup",37,26,17,26,49,63,38,36,40,72,50,90,34,55,41,43
"K230015D01Rik",0,0,2,0,4,6,1,2,1,0,2,0,1,2,1,2
"Kalrn",3,4,5,2,7,12,6,4,4,4,2,12,7,9,9,3
"Kank1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Kank2",2,1,0,1,4,2,3,2,3,4,0,3,1,6,3,1
"Kank3",11,5,7,4,8,8,5,4,11,11,20,26,8,17,15,5
"Kank4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kank4os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansl1",184,81,58,98,308,240,157,228,148,270,241,312,135,163,155,170
"Kansl1l",24,20,5,17,37,47,37,40,24,40,37,39,14,28,22,23
"Kansl2",17,7,16,12,38,20,20,32,12,20,25,26,11,22,11,11
"Kansl2-ps",1,1,0,0,1,1,1,0,2,1,3,4,0,0,0,0
"Kansl3",179,63,42,83,249,191,185,207,235,414,439,453,85,151,132,107
"Kantr",29,11,13,11,23,27,26,24,12,23,17,26,14,11,24,13
"Kap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kars",397,191,193,202,442,479,266,329,273,495,484,487,294,471,461,283
"Kars-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kash5",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Kat14",86,43,31,55,158,163,101,118,71,123,89,127,47,108,94,51
"Kat2a",80,55,37,40,74,79,63,79,40,69,62,62,39,70,48,40
"Kat2b",50,22,15,19,62,49,36,54,62,103,105,152,54,67,60,38
"Kat2b-ps",1,0,0,1,0,0,0,0,2,3,0,1,0,0,0,0
"Kat5",93,46,53,74,160,217,135,121,99,146,129,161,84,99,94,92
"Kat6a",87,30,37,41,73,87,53,68,66,120,109,130,48,76,61,56
"Kat6b",15,2,3,15,26,29,28,24,26,40,43,46,20,33,23,21
"Kat6b-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kat6b-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kat7",137,80,61,93,144,223,129,155,141,245,229,192,105,201,168,139
"Kat8",88,39,35,52,122,119,71,97,63,126,97,116,50,64,66,64
"Katna1",111,73,26,53,93,148,127,166,177,277,241,271,84,148,158,97
"Katnal1",8,7,4,5,22,30,17,16,13,21,19,20,16,13,9,14
"Katnal2",0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0
"Katnb1",5,2,1,1,6,5,1,6,2,5,4,3,1,0,2,4
"Katnbl1",19,8,7,11,31,21,21,23,13,32,27,40,12,15,14,19
"Katnip",33,15,2,29,34,49,29,47,17,63,41,67,24,28,27,11
"Kazald1",0,0,0,2,1,2,0,4,4,3,1,2,0,0,5,1
"Kazn",1,0,0,0,3,5,5,4,1,0,0,0,1,3,6,1
"Kbtbd11",56,13,11,28,85,35,40,45,127,182,164,225,99,95,72,86
"Kbtbd12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kbtbd13",1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1
"Kbtbd2",66,37,26,49,105,121,120,127,121,184,156,148,96,100,110,67
"Kbtbd3",0,1,0,1,0,0,0,0,2,1,1,0,0,1,2,0
"Kbtbd4",72,29,26,34,100,51,58,74,53,101,109,115,57,75,79,39
"Kbtbd6",5,3,4,2,12,13,8,6,2,7,4,5,1,7,5,2
"Kbtbd7",8,0,3,6,10,17,10,10,6,14,17,14,8,15,12,5
"Kbtbd8",0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1
"Kbtbd8os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcmf1",266,136,131,201,571,556,496,481,324,580,560,533,258,370,349,236
"Kcna1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcna10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcna2",11,2,2,4,8,3,8,8,13,15,12,17,12,12,7,5
"Kcna3",0,1,0,1,3,2,1,2,0,4,4,2,0,0,1,0
"Kcna4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcna5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcna6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcna7",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Kcnab1",0,1,0,0,0,0,0,0,2,0,1,2,1,3,0,0
"Kcnab2",142,65,66,80,342,313,219,230,171,309,274,379,212,389,318,205
"Kcnab3",3,0,0,0,0,2,2,0,1,2,2,8,0,1,3,1
"Kcnab3os",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Kcnb1",13,3,6,3,10,1,5,10,15,34,33,39,17,12,17,12
"Kcnb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnc1",2,0,1,3,1,3,0,0,0,1,3,4,1,2,3,2
"Kcnc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnc3",20,10,10,19,24,17,16,17,8,9,13,10,2,12,12,11
"Kcnc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnd1",2,1,0,1,1,4,0,0,4,3,8,3,2,0,0,0
"Kcnd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnd3os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcne1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcne1l",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Kcne2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcne3",10,5,5,2,3,9,3,3,0,5,2,4,4,13,10,2
"Kcne4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnf1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Kcng1",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Kcng2",1,0,0,0,0,0,0,0,2,1,1,2,4,1,1,2
"Kcng3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcng4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnh2",0,0,0,0,0,3,1,0,2,5,2,5,3,1,1,2
"Kcnh3",2,1,0,1,7,8,1,1,1,9,6,10,4,3,0,1
"Kcnh4",10,2,0,5,14,8,8,10,0,1,1,3,1,1,1,1
"Kcnh5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kcnh6",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Kcnh7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnh8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnip1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnip2",5,2,4,1,5,3,3,4,2,6,5,4,0,1,0,4
"Kcnip3",0,0,0,0,1,1,0,1,2,2,1,3,0,0,0,0
"Kcnip4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj1",1,0,0,1,0,0,0,0,0,3,0,3,1,1,2,2
"Kcnj10",1,0,0,0,0,0,0,0,8,0,3,2,0,0,1,0
"Kcnj11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj13",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Kcnj14",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"Kcnj15",1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0
"Kcnj16",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Kcnj2",3,3,0,4,3,20,27,12,2,6,3,1,6,13,4,9
"Kcnj3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj5",4,2,1,4,7,16,8,10,0,4,3,1,3,8,4,3
"Kcnj6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnj8",2,1,0,1,1,2,1,1,1,1,4,8,1,3,3,1
"Kcnj9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk1",0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1
"Kcnk10",4,1,1,4,2,4,6,6,3,3,2,8,9,6,11,10
"Kcnk12",17,12,9,5,32,39,18,17,10,28,16,14,17,55,28,19
"Kcnk13",1,1,1,0,3,8,4,4,25,22,28,23,4,4,5,6
"Kcnk15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kcnk16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnk4",1,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0
"Kcnk5",30,7,7,25,36,22,18,35,31,47,40,46,16,34,26,24
"Kcnk6",43,19,34,22,75,61,48,55,58,97,123,103,30,51,53,23
"Kcnk7",0,0,0,0,0,0,1,1,2,0,1,3,0,3,4,2
"Kcnk9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnma1",0,0,0,0,2,0,2,0,1,2,1,0,0,1,0,0
"Kcnmb1",0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"Kcnmb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnmb3",0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1
"Kcnmb4",3,1,2,4,6,4,5,13,11,21,14,19,3,12,10,4
"Kcnmb4os1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnmb4os2",2,1,0,2,0,1,0,0,0,4,2,5,3,0,0,3
"Kcnn1",2,0,0,0,1,0,1,1,1,0,1,2,0,1,0,0
"Kcnn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnn3",1,2,2,1,0,2,0,2,0,3,1,2,0,1,4,3
"Kcnn4",132,61,67,67,218,144,121,82,152,276,257,315,144,161,153,135
"Kcnq1",0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0
"Kcnq1ot1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnq2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnq3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnq4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnq5",16,4,6,6,14,22,10,17,13,23,23,36,16,27,21,13
"Kcnrg",1,0,0,1,0,2,0,2,0,2,0,3,0,0,0,1
"Kcns1",1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"Kcns2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcns3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnt1",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Kcnt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
